N°	Toe Level	Graduation	Blow_Count	Energy(kJ)	Cumulative_blow_Count	Penetration_per_blow(mm/blow)	comments
1	-9,10 MLWS	12,00					
2	-9,35 MLWS	12,25	24	72	24	10	
3	-9,60 MLWS	12,50	14	72	38	18	
4	-9,85 MLWS	12,75	18	72	56	14	
5	-10,10 MLWS	13,00	21	72	77	12	
6	-10,35 MLWS	13,25	18	72	95	14	
7	-10,60 MLWS	13,50	20	72	115	13	
8	-10,85 MLWS	13,75	21	72	136	12	
9	-11,10 MLWS	14,00	21	72	157	12	
10	-11,35 MLWS	14,25	14	72	171	18	
11	-11,60 MLWS	14,50	16	72	187	16	
12	-11,85 MLWS	14,75	12	72	199	21	
13	-12,10 MLWS	15,00	16	72	215	16	
14	-12,35 MLWS	15,25	13	72	228	19	
15	-12,60 MLWS	15,50	14	72	242	18	
16	-12,85 MLWS	15,75	10	72	252	25	
17	-13,10 MLWS	16,00	13	72	265	19	
18	-13,35 MLWS	16,25	10	72	275	25	
19	-13,60 MLWS	16,50	11	72	286	23	
20	-13,85 MLWS	16,75	9	72	295	28	
21	-14,10 MLWS	17,00	9	72	304	28	
22	-14,35 MLWS	17,25	9	72	313	28	
23	-14,60 MLWS	17,50	9	72	322	28	
24	-14,85 MLWS	17,75	8	72	330	31	
25	-15,10 MLWS	18,00	8	72	338	31	
26	-15,35 MLWS	18,25	7	72	345	36	
27	-15,60 MLWS	18,50	8	72	353	31	
28	-15,85 MLWS	18,75	7	72	360	36	
29	-16,10 MLWS	19,00	8	72	368	31	
30	-16,35 MLWS	19,25	7	72	375	36	
31	-16,60 MLWS	19,50	7	72	382	36	
32	-16,85 MLWS	19,75	7	72	389	36	
33	-17,10 MLWS	20,00	8	72	397	31	
34	-17,35 MLWS	20,25	7	72	404	36	
35	-17,60 MLWS	20,50	7	72	411	36	
36	-17,85 MLWS	20,75	8	72	419	31	
37	-18,10 MLWS	21,00	8	72	427	31	
38	-18,35 MLWS	21,25	7	72	434	36	
39	-18,60 MLWS	21,50	8	72	442	31	
40	-18,85 MLWS	21,75	25	72	467	10	
41	-19,10 MLWS	22,00	18	72	485	14	
42	-19,35 MLWS	22,25	19	72	504	13	
43	-19,60 MLWS	22,50	17	72	521	15	
44	-19,85 MLWS	22,75	14	72	535	18	
45	-20,10 MLWS	23,00	13	72	548	19	
46	-20,35 MLWS	23,25	12	72	560	21	
47	-20,60 MLWS	23,50	14	72	574	18	
48	-20,85 MLWS	23,75	12	72	586	21	
49	-21,10 MLWS	24,00	12	72	598	21	
50	-21,35 MLWS	24,25	13	72	611	19	
51	-21,60 MLWS	24,50	12	72	623	20,8	
52	-21,85 MLWS	24,75	13	72	636	19,2	
53	-22,10 MLWS	25,00	12	72	648	20,8	
54	-22,35 MLWS	25,25	14	72	662	17,9	
55	-22,60 MLWS	25,50	11	72	673	22,7	
56	-22,85 MLWS	25,75	12	72	685	20,8	
57	-23,10 MLWS	26,00	10	72	695	25,0	
58	-23,35 MLWS	26,25	14	72	709	17,9	
59	-23,60 MLWS	26,50	12	72	721	20,8	
60	-23,85 MLWS	26,75	13	72	734	19,2	
61	-24,10 MLWS	27,00	15	72	749	16,7	
62	-24,35 MLWS	27,25	13	72	762	19,2	
63	-24,60 MLWS	27,50	11	72	773	22,7	
64	-24,85 MLWS	27,75	15	72	788	16,7	
65	-25,10 MLWS	28,00	13	72	801	19,2	
66	-25,35 MLWS	28,25	13	72	814	19,2	
67	-25,60 MLWS	28,50	12	72	826	20,8	
68	-25,85 MLWS	28,75	14	72	840	17,9	
69	-26,10 MLWS	29,00	13	72	853	19,2	
70	-26,35 MLWS	29,25	13	72	866	19,2	
71	-26,60 MLWS	29,50	13	72	879	19,2	
72	-26,85 MLWS	29,75	13	72	892	19,2	
73	-27,10 MLWS	30,00	15	72	907	16,7	
74	-27,35 MLWS	30,25	13	72	920	19,2	
75	-27,60 MLWS	30,50	10	72	930	25,0	
76	-27,85 MLWS	30,75	16	72	946	15,6	
77	-28,10 MLWS	31,00	13	72	959	19,2	
78	-28,35 MLWS	31,25	14	72	973	17,9	
79	-28,60 MLWS	31,50	13	72	986	19,2	
80	-28,85 MLWS	31,75	15	72	1.001	16,7	
81	-29,10 MLWS	32,00	14	72	1.015	17,9	
82	-29,35 MLWS	32,25	15	72	1.030	16,7	
83	-29,60 MLWS	32,50	12	72	1.042	20,8	
84	-29,85 MLWS	32,75	13	72	1.055	19,2	
85	-30,10 MLWS	33,00	16	72	1.071	15,6	
86	-30,35 MLWS	33,25	13	72	1.084	19,2	
87	-30,60 MLWS	33,50	13	72	1.097	19,2	
88	-30,85 MLWS	33,75	12	72	1.109	20,8	
89	-31,10 MLWS	34,00	15	72	1.124	16,7	
90	-31,35 MLWS	34,25	14	72	1.138	17,9	
91	-31,60 MLWS	34,50	15	72	1.153	16,7	
92	-31,85 MLWS	34,75	17	72	1.170	14,7	
93	-32,10 MLWS	35,00	17	72	1.187	14,7	
94	-32,35 MLWS	35,25	17	72	1.204	14,7	
95	-32,60 MLWS	35,50	17	72	1.221	14,7	
96	-32,85 MLWS	35,75	19	72	1.240	13,2	
97	-33,10 MLWS	36,00	19	72	1.259	13,2	
98	-33,35 MLWS	36,25	18	72	1.277	13,9	
99	-33,60 MLWS	36,50	18	72	1.295	13,9	
100	-33,85 MLWS	36,75	20	72	1.315	12,5	
101	-34,10 MLWS	37,00	18	72	1.333	13,9	
