N°	Toe Level	Graduation	Blow_Count	Energy(kJ)	Cumulative_blow_Count	Penetration_per_blow(mm/blow)	comments
1	-9,58 MLWS	12,50					
2	-9,83 MLWS	12,75	22	72	22	11	
3	-10,08 MLWS	13,00	23	72	45	11	
4	-10,33 MLWS	13,25	19	72	64	13	
5	-10,58 MLWS	13,50	21	72	85	12	
6	-10,83 MLWS	13,75	19	72	104	13	
7	-11,08 MLWS	14,00	18	72	122	14	
8	-11,33 MLWS	14,25	17	72	139	15	
9	-11,58 MLWS	14,50	18	72	157	14	
10	-11,83 MLWS	14,75	14	72	171	18	
11	-12,08 MLWS	15,00	16	72	187	16	
12	-12,33 MLWS	15,25	15	72	202	17	
13	-12,58 MLWS	15,50	15	72	217	17	
14	-12,83 MLWS	15,75	13	72	230	19	
15	-13,08 MLWS	16,00	13	72	243	19	
16	-13,33 MLWS	16,25	12	72	255	21	
17	-13,58 MLWS	16,50	11	72	266	23	
18	-13,83 MLWS	16,75	10	72	276	25	
19	-14,08 MLWS	17,00	10	72	286	25	
20	-14,33 MLWS	17,25	10	72	296	25	
21	-14,58 MLWS	17,50	9	72	305	28	
22	-14,83 MLWS	17,75	9	72	314	28	
23	-15,08 MLWS	18,00	8	72	322	31	
24	-15,33 MLWS	18,25	8	72	330	31	
25	-15,58 MLWS	18,50	8	72	338	31	
26	-15,83 MLWS	18,75	8	72	346	31	
27	-16,08 MLWS	19,00	7	72	353	36	
28	-16,33 MLWS	19,25	7	72	360	36	
29	-16,58 MLWS	19,50	6	72	366	42	
30	-16,83 MLWS	19,75	8	72	374	31	
31	-17,08 MLWS	20,00	6	72	380	42	
32	-17,33 MLWS	20,25	6	72	386	42	
33	-17,58 MLWS	20,50	7	72	393	36	
34	-17,83 MLWS	20,75	7	72	400	36	
35	-18,08 MLWS	21,00	6	72	406	42	
36	-18,33 MLWS	21,25	6	72	412	42	
37	-18,58 MLWS	21,50	14	72	426	18	
38	-18,83 MLWS	21,75	21	72	447	12	
39	-19,08 MLWS	22,00	17	72	464	15	
40	-19,33 MLWS	22,25	16	72	480	16	
41	-19,58 MLWS	22,50	15	72	495	17	
42	-19,83 MLWS	22,75	15	72	510	17	
43	-20,08 MLWS	23,00	13	72	523	19	
44	-20,33 MLWS	23,25	13	72	536	19	
45	-20,58 MLWS	23,50	13	72	549	19	
46	-20,83 MLWS	23,75	10	72	559	25	
47	-21,08 MLWS	24,00	10	72	569	25	
48	-21,33 MLWS	24,25	12	72	581	21	
49	-21,58 MLWS	24,50	12	72	593	21	
50	-21,83 MLWS	24,75	12	72	605	21	
51	-22,08 MLWS	25,00	12	72	617	20,8	
52	-22,33 MLWS	25,25	11	72	628	22,7	
53	-22,58 MLWS	25,50	13	72	641	19,2	
54	-22,83 MLWS	25,75	14	72	655	17,9	
55	-23,08 MLWS	26,00	13	72	668	19,2	
56	-23,33 MLWS	26,25	12	72	680	20,8	
57	-23,58 MLWS	26,50	13	72	693	19,2	
