N°	Toe Level	Graduation	Blow_Count	Energy(kJ)	Cumulative_blow_Count	Penetration_per_blow(mm/blow)	comments
1	-5,96 MLWS	8,50					
2	-6,21 MLWS	8,75	12	36	12	21	
3	-6,46 MLWS	9,00	10	72	22	25	
4	-6,71 MLWS	9,25	10	72	32	25	
5	-6,96 MLWS	9,50	11	72	43	23	
6	-7,21 MLWS	9,75	13	72	56	19	
7	-7,46 MLWS	10,00	12	72	68	21	
8	-7,71 MLWS	10,25	13	72	81	19	
9	-7,96 MLWS	10,50	15	72	96	17	
10	-8,21 MLWS	10,75	14	72	110	18	
11	-8,46 MLWS	11,00	14	72	124	18	
12	-8,71 MLWS	11,25	12	72	136	21	
13	-8,96 MLWS	11,50	13	72	149	19	
14	-9,21 MLWS	11,75	14	72	163	18	
15	-9,46 MLWS	12,00	15	72	178	17	
16	-9,71 MLWS	12,25	15	72	193	17	
17	-9,96 MLWS	12,50	16	72	209	16	
18	-10,21 MLWS	12,75	15	72	224	17	
19	-10,46 MLWS	13,00	13	72	237	19	
20	-10,71 MLWS	13,25	17	72	254	15	
21	-10,96 MLWS	13,50	18	72	272	14	
22	-11,21 MLWS	13,75	17	72	289	15	
23	-11,46 MLWS	14,00	14	72	303	18	
24	-11,71 MLWS	14,25	15	72	318	17	
25	-11,96 MLWS	14,50	15	72	333	17	
26	-12,21 MLWS	14,75	16	72	349	16	
27	-12,46 MLWS	15,00	16	72	365	16	
28	-12,71 MLWS	15,25	15	72	380	17	
29	-12,96 MLWS	15,50	15	72	395	17	
30	-13,21 MLWS	15,75	14	72	409	18	
31	-13,46 MLWS	16,00	13	72	422	19	
32	-13,71 MLWS	16,25	14	72	436	18	
33	-13,96 MLWS	16,50	13	72	449	19	
34	-14,21 MLWS	16,75	13	72	462	19	
35	-14,46 MLWS	17,00	12	72	474	21	
36	-14,71 MLWS	17,25	12	72	486	21	
37	-14,96 MLWS	17,50	12	72	498	21	
38	-15,21 MLWS	17,75	12	72	510	21	
39	-15,46 MLWS	18,00	11	72	521	23	
40	-15,71 MLWS	18,25	12	72	533	21	
41	-15,96 MLWS	18,50	11	72	544	23	
42	-16,21 MLWS	18,75	10	72	554	25	
43	-16,46 MLWS	19,00	9	72	563	28	
44	-16,71 MLWS	19,25	9	72	572	28	
45	-16,96 MLWS	19,50	8	72	580	31	
46	-17,21 MLWS	19,75	9	72	589	28	
47	-17,46 MLWS	20,00	9	72	598	28	
48	-17,71 MLWS	20,25	9	72	607	28	
49	-17,96 MLWS	20,50	8	72	615	31	
50	-18,21 MLWS	20,75	9	72	624	28	
51	-18,46 MLWS	21,00	9	72	633	27,8	
52	-18,71 MLWS	21,25	8	72	641	31,3	
53	-18,96 MLWS	21,50	9	72	650	27,8	
54	-19,21 MLWS	21,75	26	72	676	9,6	
