N°	Toe Level	Graduation	Blow_Count	Energy(kJ)	Cumulative_blow_Count	Penetration_per_blow(mm/blow)	comments
1	-35,66 MLWS	37,00					
2	-35,91 MLWS	37,25	4	36	4	63	
3	-36,16 MLWS	37,50	7	36	11	36	
4	-36,41 MLWS	37,75	6	36	17	42	
5	-36,66 MLWS	38,00	6	36	23	42	
6	-36,91 MLWS	38,25	6	36	29	42	
7	-37,16 MLWS	38,50	6	36	35	42	
8	-37,41 MLWS	38,75	6	36	41	42	
9	-37,66 MLWS	39,00	6	36	47	42	
10	-37,91 MLWS	39,25	6	36	53	42	
11	-38,16 MLWS	39,50	6	36	59	42	
12	-38,41 MLWS	39,75	6	36	65	42	
13	-38,66 MLWS	40,00	7	36	72	36	
14	-38,91 MLWS	40,25	7	36	79	36	
15	-39,16 MLWS	40,50	7	36	86	36	
16	-39,41 MLWS	40,75	7	36	93	36	
17	-39,66 MLWS	41,00	7	36	100	36	
18	-39,91 MLWS	41,25	7	36	107	36	
19	-40,16 MLWS	41,50	7	36	114	36	
20	-40,41 MLWS	41,75	7	36	121	36	
21	-40,66 MLWS	42,00	7	36	128	36	
22	-40,91 MLWS	42,25	8	36	136	31	
23	-41,16 MLWS	42,50	8	36	144	31	
24	-41,41 MLWS	42,75	8	36	152	31	
25	-41,66 MLWS	43,00	9	36	161	28	
26	-41,91 MLWS	43,25	9	36	170	28	
27	-42,16 MLWS	43,50	9	36	179	28	
28	-42,41 MLWS	43,75	9	36	188	28	
29	-42,66 MLWS	44,00	11	36	199	23	
30	-42,91 MLWS	44,25	11	36	210	23	
31	-43,16 MLWS	44,50	11	36	221	23	
32	-43,41 MLWS	44,75	11	36	232	23	
33	-43,66 MLWS	45,00	11	36	243	23	
34	-43,91 MLWS	45,25	11	36	254	23	
35	-44,16 MLWS	45,50	11	36	265	23	
36	-44,41 MLWS	45,75	13	36	278	19	
37	-44,66 MLWS	46,00	13	36	291	19	
38	-44,91 MLWS	46,25	17	36	308	15	
39	-45,16 MLWS	46,50	17	36	325	15	
40	-45,41 MLWS	46,75	17	36	342	15	
41	-45,66 MLWS	47,00	14	36	356	18	
42	-45,91 MLWS	47,25	16	36	372	16	
43	-46,16 MLWS	47,50	14	36	386	18	
44	-46,41 MLWS	47,75	19	36	405	13	
45	-46,66 MLWS	48,00	19	36	424	13	
46	-46,91 MLWS	48,25	19	36	443	13	
47	-47,16 MLWS	48,50	19	36	462	13	
48	-47,41 MLWS	48,75	19	36	481	13	
49	-47,66 MLWS	49,00	19	36	500	13	
50	-47,91 MLWS	49,25	18	36	518	14	
51	-48,16 MLWS	49,50	20	36	538	12,5	
52	-48,41 MLWS	49,75	18	36	556	13,9	
53	-48,66 MLWS	50,00	18	36	574	13,9	
54	-48,91 MLWS	50,25	18	36	592	13,9	
55	-49,16 MLWS	50,50	25	36	617	10,0	
56	-49,41 MLWS	50,75	25	36	642	10,0	
57	-49,66 MLWS	51,00	25	36	667	10,0	
58	-49,91 MLWS	51,25	24	36	691	10,4	
59	-50,16 MLWS	51,50	18	36	709	13,9	
60	-50,41 MLWS	51,75	18	36	727	13,9	
61	-50,66 MLWS	52,00	19	36	746	13,2	
62	-50,91 MLWS	52,25	20	36	766	12,5	
63	-51,16 MLWS	52,50	20	36	786	12,5	
