N°	Toe Level	Graduation	Blow_Count	Energy(kJ)	Cumulative_blow_Count	Penetration_per_blow(mm/blow)	comments
1	-39,25 MLWS	40,50					
2	-39,50 MLWS	40,75	8	36	8	31	
3	-39,75 MLWS	41,00	11	36	19	23	
4	-40,00 MLWS	41,25	12	36	31	21	
5	-40,25 MLWS	41,50	11	36	42	23	
6	-40,50 MLWS	41,75	11	36	53	23	
7	-40,75 MLWS	42,00	11	36	64	23	
8	-41,00 MLWS	42,25	10	36	74	25	
9	-41,25 MLWS	42,50	10	36	84	25	
10	-41,50 MLWS	42,75	10	36	94	25	
11	-41,75 MLWS	43,00	9	36	103	28	
12	-42,00 MLWS	43,25	9	36	112	28	
13	-42,25 MLWS	43,50	10	36	122	25	
14	-42,50 MLWS	43,75	10	36	132	25	
15	-42,75 MLWS	44,00	10	36	142	25	
16	-43,00 MLWS	44,25	11	36	153	23	
17	-43,25 MLWS	44,50	11	36	164	23	
18	-43,50 MLWS	44,75	12	36	176	21	
19	-43,75 MLWS	45,00	12	36	188	21	
20	-44,00 MLWS	45,25	12	36	200	21	
21	-44,25 MLWS	45,50	13	36	213	19	
22	-44,50 MLWS	45,75	13	36	226	19	
23	-44,75 MLWS	46,00	12	36	238	21	
24	-45,00 MLWS	46,25	13	36	251	19	
25	-45,25 MLWS	46,50	15	46	266	17	
26	-45,50 MLWS	46,75	14	46	280	18	
27	-45,75 MLWS	47,00	15	46	295	17	
28	-46,00 MLWS	47,25	16	46	311	16	
29	-46,25 MLWS	47,50	16	46	327	16	
30	-46,50 MLWS	47,75	16	46	343	16	
31	-46,75 MLWS	48,00	16	46	359	16	
32	-47,00 MLWS	48,25	18	46	377	14	
33	-47,25 MLWS	48,50	17	46	394	15	
34	-47,50 MLWS	48,75	18	46	412	14	
35	-47,75 MLWS	49,00	20	36	432	13	
36	-48,00 MLWS	49,25	18	36	450	14	
37	-48,25 MLWS	49,50	19	36	469	13	
38	-48,50 MLWS	49,75	18	36	487	14	
39	-48,75 MLWS	50,00	19	36	506	13	
40	-49,00 MLWS	50,25	20	36	526	13	
41	-49,25 MLWS	50,50	23	36	549	11	
42	-49,50 MLWS	50,75	24	36	573	10	
43	-49,75 MLWS	51,00	28	36	601	9	
44	-50,00 MLWS	51,25	27	36	628	9	
45	-50,25 MLWS	51,50	29	36	657	9	
46	-50,50 MLWS	51,75	22	49	679	11	
47	-50,75 MLWS	52,00	20	49	699	13	
48	-51,00 MLWS	52,25	20	49	719	13	
49	-51,25 MLWS	52,50	19	53	738	13	
50	-51,50 MLWS	52,75	20	53	758	13	
51	-51,75 MLWS	53,00	22	53	780	11,4	
52	-52,00 MLWS	53,25	26	53	806	9,6	
53	-52,25 MLWS	53,50	26	53	832	9,6	
54	-52,50 MLWS	53,75	26	53	858	9,6	
55	-52,75 MLWS	54,00	32	53	890	7,8	
56	-53,00 MLWS	54,25	23	53	913	10,9	
57	-53,25 MLWS	54,50	22	72	935	11,4	
58	-53,50 MLWS	54,75	21	72	956	11,9	
59	-53,75 MLWS	55,00	20	72	976	12,5	
60	-54,00 MLWS	55,25	22	72	998	11,4	
