N°	Toe Level	Graduation	Blow_Count	Energy(kJ)	Cumulative_blow_Count	Penetration_per_blow(mm/blow)	comments
1	-38,11 MLWS	39,25					
2	-38,36 MLWS	39,50	3	36	3	83	
3	-38,61 MLWS	39,75	5	36	8	50	
4	-38,86 MLWS	40,00	8	36	16	31	
5	-39,11 MLWS	40,25	8	36	24	31	
6	-39,36 MLWS	40,50	7	36	31	36	
7	-39,61 MLWS	40,75	7	36	38	36	
8	-39,86 MLWS	41,00	7	36	45	36	
9	-40,11 MLWS	41,25	8	36	53	31	
10	-40,36 MLWS	41,50	8	36	61	31	
11	-40,61 MLWS	41,75	8	36	69	31	
12	-40,86 MLWS	42,00	8	36	77	31	
13	-41,11 MLWS	42,25	8	36	85	31	
14	-41,36 MLWS	42,50	8	36	93	31	
15	-41,61 MLWS	42,75	8	36	101	31	
16	-41,86 MLWS	43,00	9	36	110	28	
17	-42,11 MLWS	43,25	10	36	120	25	
18	-42,36 MLWS	43,50	10	36	130	25	
19	-42,61 MLWS	43,75	9	36	139	28	
20	-42,86 MLWS	44,00	10	36	149	25	
21	-43,11 MLWS	44,25	10	36	159	25	
22	-43,36 MLWS	44,50	12	36	171	21	
23	-43,61 MLWS	44,75	11	36	182	23	
24	-43,86 MLWS	45,00	11	36	193	23	
25	-44,11 MLWS	45,25	11	36	204	23	
26	-44,36 MLWS	45,50	12	36	216	21	
27	-44,61 MLWS	45,75	12	36	228	21	
28	-44,86 MLWS	46,00	14	36	242	18	
29	-45,11 MLWS	46,25	14	36	256	18	
30	-45,36 MLWS	46,50	14	36	270	18	
31	-45,61 MLWS	46,75	15	36	285	17	
32	-45,86 MLWS	47,00	15	36	300	17	
33	-46,11 MLWS	47,25	16	36	316	16	
34	-46,36 MLWS	47,50	18	36	334	14	
35	-46,61 MLWS	47,75	18	36	352	14	
36	-46,86 MLWS	48,00	19	36	371	13	
37	-47,11 MLWS	48,25	20	36	391	13	
38	-47,36 MLWS	48,50	20	36	411	13	
39	-47,61 MLWS	48,75	20	36	431	13	
40	-47,86 MLWS	49,00	22	36	453	11	
41	-48,11 MLWS	49,25	22	36	475	11	
42	-48,36 MLWS	49,50	22	36	497	11	
43	-48,61 MLWS	49,75	23	36	520	11	
44	-48,86 MLWS	50,00	25	36	545	10	
45	-49,11 MLWS	50,25	26	36	571	10	
46	-49,36 MLWS	50,50	26	36	597	10	
47	-49,61 MLWS	50,75	26	36	623	10	
48	-49,86 MLWS	51,00	24	36	647	10	
49	-50,11 MLWS	51,25	24	40	671	10	
50	-50,36 MLWS	51,50	24	40	695	10	
51	-50,61 MLWS	51,75	25	40	720	10,0	
52	-50,86 MLWS	52,00	26	40	746	9,6	
53	-51,11 MLWS	52,25	26	40	772	9,6	
54	-51,36 MLWS	52,50	27	40	799	9,3	
55	-51,61 MLWS	52,75	27	40	826	9,3	
56	-51,86 MLWS	53,00	25	40	851	10,0	
57	-52,11 MLWS	53,25	24	50	875	10,4	
58	-52,36 MLWS	53,50	24	50	899	10,4	
59	-52,61 MLWS	53,75	22	60	921	11,4	
60	-52,86 MLWS	54,00	22	60	943	11,4	
61	-53,11 MLWS	54,25	24	60	967	10,4	
62	-53,36 MLWS	54,50	24	60	991	10,4	
63	-53,61 MLWS	54,75	24	60	1.015	10,4	
64	-53,86 MLWS	55,00	25	60	1.040	10,0	
65	-54,11 MLWS	55,25	25	60	1.065	10,0	
66	-54,36 MLWS	55,50	25	60	1.090	10,0	
67	-54,61 MLWS	55,75	26	60	1.116	9,6	
68	-54,86 MLWS	56,00	27	60	1.143	9,3	
69	-55,11 MLWS	56,25	28	60	1.171	8,9	
70	-55,36 MLWS	56,50	28	60	1.199	8,9	
71	-55,61 MLWS	56,75	28	60	1.227	8,9	
72	-55,86 MLWS	57,00	25	60	1.252	10,0	
73	-56,11 MLWS	57,25	26	75	1.278	9,6	
74	-56,36 MLWS	57,50	25	75	1.303	10,0	
75	-56,61 MLWS	57,75	25	75	1.328	10,0	
76	-56,86 MLWS	58,00	24	75	1.352	10,4	
77	-57,11 MLWS	58,25	26	75	1.378	9,6	
78	-57,36 MLWS	58,50	26	75	1.404	9,6	
79	-57,61 MLWS	58,75	24	90	1.428	10,4	
80	-57,86 MLWS	59,00	24	90	1.452	10,4	
81	-58,11 MLWS	59,25	24	90	1.476	10,4	
82	-58,36 MLWS	59,50	26	90	1.502	9,6	
83	-58,61 MLWS	59,75	26	100	1.528	9,6	
84	-58,86 MLWS	60,00	26	100	1.554	9,6	
85	-59,11 MLWS	60,25	28	100	1.582	8,9	
86	-59,36 MLWS	60,50	28	110	1.610	8,9	
87	-59,61 MLWS	60,75	25	110	1.635	10,0	
88	-59,86 MLWS	61,00	25	120	1.660	10,0	
89	-60,11 MLWS	61,25	23	120	1.683	10,9	
90	-60,36 MLWS	61,50	24	120	1.707	10,4	
91	-60,61 MLWS	61,75	25	120	1.732	10,0	
92	-60,86 MLWS	62,00	24	120	1.756	10,4	
93	-61,11 MLWS	62,25	27	130	1.783	9,3	
94	-61,36 MLWS	62,50	27	130	1.810	9,3	
95	-61,61 MLWS	62,75	25	130	1.835	10,0	
96	-61,86 MLWS	63,00	25	130	1.860	10,0	
97	-62,11 MLWS	63,25	28	140	1.888	8,9	
98	-62,36 MLWS	63,50	28	140	1.916	8,9	
99	-62,61 MLWS	63,75	29	140	1.945	8,6	
100	-62,86 MLWS	64,00	26	140	1.971	9,6	
101	-63,11 MLWS	64,25	28	160	1.999	8,9	
102	-63,36 MLWS	64,50	28	160	2.027	8,9	
