N°	Toe Level	Graduation	Blow_Count	Energy(kJ)	Cumulative_blow_Count	Penetration_per_blow(mm/blow)	comments
1	-39,54 MLWS	40,75					
2	-39,79 MLWS	41,00	6	36	6	42	
3	-40,04 MLWS	41,25	8	36	14	31	
4	-40,29 MLWS	41,50	8	36	22	31	
5	-40,54 MLWS	41,75	8	36	30	31	
6	-40,79 MLWS	42,00	8	36	38	31	
7	-41,04 MLWS	42,25	8	36	46	31	
8	-41,29 MLWS	42,50	8	36	54	31	
9	-41,54 MLWS	42,75	8	36	62	31	
10	-41,79 MLWS	43,00	8	36	70	31	
11	-42,04 MLWS	43,25	7	36	77	36	
12	-42,29 MLWS	43,50	8	36	85	31	
13	-42,54 MLWS	43,75	8	36	93	31	
14	-42,79 MLWS	44,00	8	36	101	31	
15	-43,04 MLWS	44,25	9	36	110	28	
16	-43,29 MLWS	44,50	9	36	119	28	
17	-43,54 MLWS	44,75	9	36	128	28	
18	-43,79 MLWS	45,00	9	36	137	28	
19	-44,04 MLWS	45,25	9	36	146	28	
20	-44,29 MLWS	45,50	9	36	155	28	
21	-44,54 MLWS	45,75	9	36	164	28	
22	-44,79 MLWS	46,00	12	36	176	21	
23	-45,04 MLWS	46,25	12	36	188	21	
24	-45,29 MLWS	46,50	12	36	200	21	
25	-45,54 MLWS	46,75	12	36	212	21	
26	-45,79 MLWS	47,00	12	36	224	21	
27	-46,04 MLWS	47,25	14	36	238	18	
28	-46,29 MLWS	47,50	15	36	253	17	
29	-46,54 MLWS	47,75	15	36	268	17	
30	-46,79 MLWS	48,00	15	36	283	17	
31	-47,04 MLWS	48,25	15	36	298	17	
32	-47,29 MLWS	48,50	15	36	313	17	
33	-47,54 MLWS	48,75	15	36	328	17	
34	-47,79 MLWS	49,00	18	36	346	14	
35	-48,04 MLWS	49,25	18	36	364	14	
36	-48,29 MLWS	49,50	18	36	382	14	
37	-48,54 MLWS	49,75	22	36	404	11	
38	-48,79 MLWS	50,00	22	36	426	11	
39	-49,04 MLWS	50,25	20	36	446	13	
40	-49,29 MLWS	50,50	20	36	466	13	
41	-49,54 MLWS	50,75	20	36	486	13	
42	-49,79 MLWS	51,00	20	36	506	13	
43	-50,04 MLWS	51,25	15	36	521	17	
44	-50,29 MLWS	51,50	15	36	536	17	
45	-50,54 MLWS	51,75	16	36	552	16	
46	-50,79 MLWS	52,00	16	36	568	16	
47	-51,04 MLWS	52,25	18	36	586	14	
48	-51,29 MLWS	52,50	20	36	606	13	
49	-51,54 MLWS	52,75	20	36	626	13	
50	-51,79 MLWS	53,00	20	36	646	13	
51	-52,04 MLWS	53,25	20	36	666	12,5	
52	-52,29 MLWS	53,50	20	36	686	12,5	
53	-52,54 MLWS	53,75	20	44	706	12,5	
54	-52,79 MLWS	54,00	20	44	726	12,5	
55	-53,04 MLWS	54,25	20	44	746	12,5	
56	-53,29 MLWS	54,50	20	44	766	12,5	
57	-53,54 MLWS	54,75	20	44	786	12,5	
58	-53,79 MLWS	55,00	18	44	804	13,9	
