N°	Toe Level	Graduation	Blow_Count	Energy(kJ)	Cumulative_blow_Count	Penetration_per_blow(mm/blow)	comments
1	-33,02 MLWS	34,00					
2	-33,27 MLWS	34,25	6	36	6	42	
3	-33,52 MLWS	34,50	6	36	12	42	
4	-33,77 MLWS	34,75	4	36	16	63	
5	-34,02 MLWS	35,00	4	36	20	63	
6	-34,27 MLWS	35,25	4	36	24	63	
7	-34,52 MLWS	35,50	4	36	28	63	
8	-34,77 MLWS	35,75	4	36	32	63	
9	-35,02 MLWS	36,00	4	36	36	63	
10	-35,27 MLWS	36,25	2	36	38	125	
11	-35,52 MLWS	36,50	2	36	40	125	
12	-35,77 MLWS	36,75	2	36	42	125	
13	-36,02 MLWS	37,00	2	36	44	125	
14	-36,27 MLWS	37,25	2	36	46	125	
15	-36,52 MLWS	37,50	3	36	49	83	
16	-36,77 MLWS	37,75	3	36	52	83	
17	-37,02 MLWS	38,00	3	36	55	83	
18	-37,27 MLWS	38,25	3	36	58	83	
19	-37,52 MLWS	38,50	3	36	61	83	
20	-37,77 MLWS	38,75	4	36	65	63	
21	-38,02 MLWS	39,00	4	36	69	63	
22	-38,27 MLWS	39,25	4	36	73	63	
23	-38,52 MLWS	39,50	4	36	77	63	
24	-38,77 MLWS	39,75	4	36	81	63	
25	-39,02 MLWS	40,00	4	36	85	63	
26	-39,27 MLWS	40,25	4	36	89	63	
27	-39,52 MLWS	40,50	4	36	93	63	
28	-39,77 MLWS	40,75	4	36	97	63	
29	-40,02 MLWS	41,00	5	36	102	50	
30	-40,27 MLWS	41,25	8	36	110	31	
31	-40,52 MLWS	41,50	8	36	118	31	
32	-40,77 MLWS	41,75	7	36	125	36	
33	-41,02 MLWS	42,00	7	36	132	36	
34	-41,27 MLWS	42,25	9	36	141	28	
35	-41,52 MLWS	42,50	9	36	150	28	
36	-41,77 MLWS	42,75	8	36	158	31	
37	-42,02 MLWS	43,00	8	36	166	31	
38	-42,27 MLWS	43,25	8	36	174	31	
39	-42,52 MLWS	43,50	8	36	182	31	
40	-42,77 MLWS	43,75	8	36	190	31	
41	-43,02 MLWS	44,00	9	36	199	28	
42	-43,27 MLWS	44,25	9	36	208	28	
43	-43,52 MLWS	44,50	10	36	218	25	
44	-43,77 MLWS	44,75	10	36	228	25	
45	-44,02 MLWS	45,00	10	36	238	25	
46	-44,27 MLWS	45,25	10	36	248	25	
47	-44,52 MLWS	45,50	12	36	260	21	
48	-44,77 MLWS	45,75	12	36	272	21	
49	-45,02 MLWS	46,00	10	36	282	25	
50	-45,27 MLWS	46,25	10	36	292	25	
51	-45,52 MLWS	46,50	12	36	304	20,8	
52	-45,77 MLWS	46,75	12	36	316	20,8	
53	-46,02 MLWS	47,00	12	36	328	20,8	
54	-46,27 MLWS	47,25	14	36	342	17,9	
55	-46,52 MLWS	47,50	14	36	356	17,9	
56	-46,77 MLWS	47,75	14	36	370	17,9	
57	-47,02 MLWS	48,00	14	36	384	17,9	
58	-47,27 MLWS	48,25	14	36	398	17,9	
59	-47,52 MLWS	48,50	14	36	412	17,9	
60	-47,77 MLWS	48,75	14	36	426	17,9	
61	-48,02 MLWS	49,00	14	40	440	17,9	
62	-48,27 MLWS	49,25	10	40	450	25,0	
63	-48,52 MLWS	49,50	10	40	460	25,0	
64	-48,77 MLWS	49,75	12	40	472	20,8	
65	-49,02 MLWS	50,00	12	50	484	20,8	
66	-49,27 MLWS	50,25	12	50	496	20,8	
67	-49,52 MLWS	50,50	12	50	508	20,8	
68	-49,77 MLWS	50,75	13	50	521	19,2	
69	-50,02 MLWS	51,00	14	50	535	17,9	
70	-50,27 MLWS	51,25	14	70	549	17,9	
71	-50,52 MLWS	51,50	15	70	564	16,7	
72	-50,77 MLWS	51,75	15	70	579	16,7	
73	-51,02 MLWS	52,00	15	70	594	16,7	
74	-51,27 MLWS	52,25	15	72	609	16,7	
75	-51,52 MLWS	52,50	15	72	624	16,7	
76	-51,77 MLWS	52,75	17	72	641	14,7	
77	-52,02 MLWS	53,00	17	72	658	14,7	
78	-52,27 MLWS	53,25	17	72	675	14,7	
79	-52,52 MLWS	53,50	15	85	690	16,7	
80	-52,77 MLWS	53,75	17	85	707	14,7	
81	-53,02 MLWS	54,00	17	85	724	14,7	
82	-53,27 MLWS	54,25	17	85	741	14,7	
83	-53,52 MLWS	54,50	17	85	758	14,7	
84	-53,77 MLWS	54,75	17	85	775	14,7	
85	-54,02 MLWS	55,00	17	85	792	14,7	
86	-54,27 MLWS	55,25	17	85	809	14,7	
87	-54,52 MLWS	55,50	19	85	828	13,2	
88	-54,77 MLWS	55,75	20	85	848	12,5	
89	-55,02 MLWS	56,00	20	85	868	12,5	
90	-55,27 MLWS	56,25	20	85	888	12,5	
91	-55,52 MLWS	56,50	20	85	908	12,5	
92	-55,77 MLWS	56,75	22	85	930	11,4	
93	-56,02 MLWS	57,00	25	85	955	10,0	
94	-56,27 MLWS	57,25	25	85	980	10,0	
95	-56,52 MLWS	57,50	25	85	1.005	10,0	
96	-56,77 MLWS	57,75	23	95	1.028	10,9	
97	-57,02 MLWS	58,00	23	95	1.051	10,9	
98	-57,27 MLWS	58,25	24	95	1.075	10,4	
99	-57,52 MLWS	58,50	24	95	1.099	10,4	
100	-57,77 MLWS	58,75	24	105	1.123	10,4	
101	-58,02 MLWS	59,00	24	105	1.147	10,4	
102	-58,27 MLWS	59,25	22	120	1.169	11,4	
103	-58,52 MLWS	59,50	23	120	1.192	10,9	
104	-58,77 MLWS	59,75	22	120	1.214	11,4	
105	-59,02 MLWS	60,00	22	130	1.236	11,4	
106	-59,27 MLWS	60,25	22	130	1.258	11,4	
107	-59,52 MLWS	60,50	22	130	1.280	11,4	
108	-59,77 MLWS	60,75	22	130	1.302	11,4	
109	-60,02 MLWS	61,00	24	130	1.326	10,4	
110	-60,27 MLWS	61,25	26	130	1.352	9,6	
111	-60,52 MLWS	61,50	27	130	1.379	9,3	
112	-60,77 MLWS	61,75	27	140	1.406	9,3	
113	-61,02 MLWS	62,00	40	140	1.446	6,3	
114	-61,27 MLWS	62,25	30	140	1.476	8,3	
115	-61,52 MLWS	62,50	30	140	1.506	8,3	
116	-61,77 MLWS	62,75	32	140	1.538	7,8	
117	-62,02 MLWS	63,00	35	150	1.573	7,1	
118	-62,27 MLWS	63,25	35	150	1.608	7,1	
119	-62,52 MLWS	63,50	35	150	1.643	7,1	
120	-62,77 MLWS	63,75	40	160	1.683	6,3	
121	-63,02 MLWS	64,00	40	160	1.723	6,3	
122	-63,27 MLWS	64,25	40	180	1.763	6,3	
123	-63,52 MLWS	64,50	38	180	1.801	6,6	
124	-63,77 MLWS	64,75	38	180	1.839	6,6	
125	-64,02 MLWS	65,00	35	200	1.874	7,1	
126	-64,27 MLWS	65,25	35	200	1.909	7,1	
127	-64,52 MLWS	65,50	34	200	1.943	7,4	
128	-64,77 MLWS	65,75	28	200	1.971	8,9	
129	-65,02 MLWS	66,00	28	210	1.999	8,9	
130	-65,27 MLWS	66,25	28	210	2.027	8,9	
131	-65,52 MLWS	66,50	28	210	2.055	8,9	
132	-65,77 MLWS	66,75	32	220	2.087	7,8	
133	-66,02 MLWS	67,00	32	220	2.119	7,8	
134	-66,27 MLWS	67,25	32	220	2.151	7,8	
135	-66,52 MLWS	67,50	31	220	2.182	8,1	
136	-66,77 MLWS	67,75	31	230	2.213	8,1	
137	-67,02 MLWS	68,00	31	230	2.244	8,1	
138	-67,27 MLWS	68,25	31	230	2.275	8,1	
139	-67,52 MLWS	68,50	30	230	2.305	8,3	
140	-67,77 MLWS	68,75	30	230	2.335	8,3	
141	-68,02 MLWS	69,00	30	240	2.365	8,3	
142	-68,27 MLWS	69,25	31	240	2.396	8,1	
143	-68,52 MLWS	69,50	31	240	2.427	8,1	
144	-68,77 MLWS	69,75	31	240	2.458	8,1	
145	-69,02 MLWS	70,00	31	240	2.489	8,1	
146	-69,27 MLWS	70,25	30	240	2.519	8,3	
147	-69,52 MLWS	70,50	35	240	2.554	7,1	
148	-69,77 MLWS	70,75	35	240	2.589	7,1	
149	-70,02 MLWS	71,00	35	240	2.624	7,1	
150	-70,27 MLWS	71,25	35	240	2.659	7,1	
151	-70,52 MLWS	71,50	35	240	2.694	7,1	
152	-70,77 MLWS	71,75	34	240	2.728	7,4	
153	-71,02 MLWS	72,00	33	240	2.761	7,6	
154	-71,27 MLWS	72,25	34	240	2.795	7,4	
155	-71,52 MLWS	72,50	33	240	2.828	7,6	
156	-71,77 MLWS	72,75	33	240	2.861	7,6	
157	-72,02 MLWS	73,00	33	240	2.894	7,6	
158	-72,27 MLWS	73,25	33	240	2.927	7,6	
159	-72,52 MLWS	73,50	30	240	2.957	8,3	
160	-72,77 MLWS	73,75	40	240	2.997	6,3	
161	-73,02 MLWS	74,00	40	240	3.037	6,3	
162	-73,27 MLWS	74,25	45	240	3.082	5,6	
163	-73,52 MLWS	74,50	45	240	3.127	5,6	
164	-73,77 MLWS	74,75	45	240	3.172	5,6	
165	-74,02 MLWS	75,00	47	240	3.219	5,3	
166	-74,27 MLWS	75,25	43	240	3.262	5,8	
167	-74,52 MLWS	75,50	44	240	3.306	5,7	
168	-74,77 MLWS	75,75	44	240	3.350	5,7	
169	-75,02 MLWS	76,00	44	240	3.394	5,7	
170	-75,27 MLWS	76,25	45	240	3.439	5,6	
171	-75,52 MLWS	76,50	45	240	3.484	5,6	
172	-75,77 MLWS	76,75	36	240	3.520	6,9	
173	-76,02 MLWS	77,00	36	240	3.556	6,9	
174	-76,27 MLWS	77,25	32	240	3.588	7,8	
