N°	Toe Level	Graduation	Blow_Count	Energy(kJ)	Cumulative_blow_Count	Penetration_per_blow(mm/blow)	comments
1	-39,10 MLWS	40,50					
2	-39,35 MLWS	40,75	4	36	4	63	
3	-39,60 MLWS	41,00	6	36	10	42	
4	-39,85 MLWS	41,25	6	36	16	42	
5	-40,10 MLWS	41,50	6	36	22	42	
6	-40,35 MLWS	41,75	7	36	29	36	
7	-40,60 MLWS	42,00	7	36	36	36	
8	-40,85 MLWS	42,25	7	36	43	36	
9	-41,10 MLWS	42,50	6	36	49	42	
10	-41,35 MLWS	42,75	6	36	55	42	
11	-41,60 MLWS	43,00	6	36	61	42	
12	-41,85 MLWS	43,25	6	36	67	42	
13	-42,10 MLWS	43,50	6	36	73	42	
14	-42,35 MLWS	43,75	7	36	80	36	
15	-42,60 MLWS	44,00	7	36	87	36	
16	-42,85 MLWS	44,25	7	36	94	36	
17	-43,10 MLWS	44,50	7	36	101	36	
18	-43,35 MLWS	44,75	8	36	109	31	
19	-43,60 MLWS	45,00	8	36	117	31	
20	-43,85 MLWS	45,25	8	36	125	31	
21	-44,10 MLWS	45,50	8	36	133	31	
22	-44,35 MLWS	45,75	8	36	141	31	
23	-44,60 MLWS	46,00	10	36	151	25	
24	-44,85 MLWS	46,25	10	36	161	25	
25	-45,10 MLWS	46,50	10	36	171	25	
26	-45,35 MLWS	46,75	10	36	181	25	
27	-45,60 MLWS	47,00	10	36	191	25	
28	-45,85 MLWS	47,25	10	36	201	25	
29	-46,10 MLWS	47,50	12	36	213	21	
30	-46,35 MLWS	47,75	12	36	225	21	
31	-46,60 MLWS	48,00	12	36	237	21	
32	-46,85 MLWS	48,25	12	36	249	21	
33	-47,10 MLWS	48,50	12	36	261	21	
34	-47,35 MLWS	48,75	12	36	273	21	
35	-47,60 MLWS	49,00	12	36	285	21	
36	-47,85 MLWS	49,25	12	36	297	21	
37	-48,10 MLWS	49,50	14	36	311	18	
38	-48,35 MLWS	49,75	14	36	325	18	
39	-48,60 MLWS	50,00	14	36	339	18	
40	-48,85 MLWS	50,25	14	36	353	18	
41	-49,10 MLWS	50,50	16	36	369	16	
42	-49,35 MLWS	50,75	16	36	385	16	
43	-49,60 MLWS	51,00	16	36	401	16	
44	-49,85 MLWS	51,25	16	36	417	16	
45	-50,10 MLWS	51,50	16	36	433	16	
46	-50,35 MLWS	51,75	16	36	449	16	
47	-50,60 MLWS	52,00	16	40	465	16	
48	-50,85 MLWS	52,25	16	40	481	16	
49	-51,10 MLWS	52,50	18	40	499	14	
50	-51,35 MLWS	52,75	18	40	517	14	
51	-51,60 MLWS	53,00	18	40	535	13,9	
52	-51,85 MLWS	53,25	18	40	553	13,9	
53	-52,10 MLWS	53,50	18	45	571	13,9	
54	-52,35 MLWS	53,75	20	45	591	12,5	
55	-52,60 MLWS	54,00	20	45	611	12,5	
56	-52,85 MLWS	54,25	20	45	631	12,5	
57	-53,10 MLWS	54,50	20	45	651	12,5	
58	-53,35 MLWS	54,75	18	45	669	13,9	
59	-53,60 MLWS	55,00	20	45	689	12,5	
60	-53,85 MLWS	55,25	20	45	709	12,5	
61	-54,10 MLWS	55,50	20	45	729	12,5	
62	-54,35 MLWS	55,75	20	45	749	12,5	
63	-54,60 MLWS	56,00	22	45	771	11,4	
64	-54,85 MLWS	56,25	22	45	793	11,4	
65	-55,10 MLWS	56,50	22	45	815	11,4	
66	-55,35 MLWS	56,75	22	45	837	11,4	
67	-55,60 MLWS	57,00	22	45	859	11,4	
68	-55,85 MLWS	57,25	22	45	881	11,4	
69	-56,10 MLWS	57,50	22	45	903	11,4	
70	-56,35 MLWS	57,75	24	45	927	10,4	
71	-56,60 MLWS	58,00	24	45	951	10,4	
72	-56,85 MLWS	58,25	22	45	973	11,4	
73	-57,10 MLWS	58,50	22	45	995	11,4	
74	-57,35 MLWS	58,75	26	45	1.021	9,6	
75	-57,60 MLWS	59,00	26	45	1.047	9,6	
76	-57,85 MLWS	59,25	26	45	1.073	9,6	
77	-58,10 MLWS	59,50	26	72	1.099	9,6	
78	-58,35 MLWS	59,75	24	80	1.123	10,4	
79	-58,60 MLWS	60,00	24	80	1.147	10,4	
80	-58,85 MLWS	60,25	22	80	1.169	11,4	
81	-59,10 MLWS	60,50	22	80	1.191	11,4	
