N°	Toe Level	Graduation	Blow_Count	Energy(kJ)	Cumulative_blow_Count	Penetration_per_blow(mm/blow)	comments
1	-39,92 MLWS	41,25					
2	-40,17 MLWS	41,50	8	36	8	31	
3	-40,42 MLWS	41,75	8	36	16	31	
4	-40,67 MLWS	42,00	8	36	24	31	
5	-40,92 MLWS	42,25	10	36	34	25	
6	-41,17 MLWS	42,50	9	36	43	28	
7	-41,42 MLWS	42,75	9	36	52	28	
8	-41,67 MLWS	43,00	9	36	61	28	
9	-41,92 MLWS	43,25	9	36	70	28	
10	-42,17 MLWS	43,50	9	36	79	28	
11	-42,42 MLWS	43,75	9	36	88	28	
12	-42,67 MLWS	44,00	10	36	98	25	
13	-42,92 MLWS	44,25	10	36	108	25	
14	-43,17 MLWS	44,50	10	36	118	25	
15	-43,42 MLWS	44,75	11	36	129	23	
16	-43,67 MLWS	45,00	11	36	140	23	
17	-43,92 MLWS	45,25	11	36	151	23	
18	-44,17 MLWS	45,50	12	36	163	21	
19	-44,42 MLWS	45,75	12	36	175	21	
20	-44,67 MLWS	46,00	13	36	188	19	
21	-44,92 MLWS	46,25	13	36	201	19	
22	-45,17 MLWS	46,50	13	36	214	19	
23	-45,42 MLWS	46,75	14	36	228	18	
24	-45,67 MLWS	47,00	17	36	245	15	
25	-45,92 MLWS	47,25	16	36	261	16	
26	-46,17 MLWS	47,50	16	36	277	16	
27	-46,42 MLWS	47,75	16	36	293	16	
28	-46,67 MLWS	48,00	14	36	307	18	
29	-46,92 MLWS	48,25	13	54	320	19	
30	-47,17 MLWS	48,50	13	54	333	19	
31	-47,42 MLWS	48,75	14	54	347	18	
32	-47,67 MLWS	49,00	14	54	361	18	
33	-47,92 MLWS	49,25	13	54	374	19	
34	-48,17 MLWS	49,50	13	54	387	19	
35	-48,42 MLWS	49,75	13	54	400	19	
36	-48,67 MLWS	50,00	13	54	413	19	
37	-48,92 MLWS	50,25	14	54	427	18	
38	-49,17 MLWS	50,50	14	54	441	18	
39	-49,42 MLWS	50,75	14	54	455	18	
40	-49,67 MLWS	51,00	17	54	472	15	
41	-49,92 MLWS	51,25	15	54	487	17	
42	-50,17 MLWS	51,50	14	54	501	18	
43	-50,42 MLWS	51,75	14	54	515	18	
44	-50,67 MLWS	52,00	14	72	529	18	
45	-50,92 MLWS	52,25	13	72	542	19	
46	-51,17 MLWS	52,50	13	72	555	19	
47	-51,42 MLWS	52,75	17	72	572	15	
48	-51,67 MLWS	53,00	18	52	590	14	
49	-51,92 MLWS	53,25	20	52	610	13	
50	-52,17 MLWS	53,50	20	52	630	13	
51	-52,42 MLWS	53,75	21	52	651	11,9	
52	-52,67 MLWS	54,00	21	52	672	11,9	
53	-52,92 MLWS	54,25	22	52	694	11,4	
54	-53,17 MLWS	54,50	24	52	718	10,4	
55	-53,42 MLWS	54,75	24	52	742	10,4	
56	-53,67 MLWS	55,00	23	52	765	10,9	
57	-53,92 MLWS	55,25	24	52	789	10,4	
58	-54,17 MLWS	55,50	24	52	813	10,4	
59	-54,42 MLWS	55,75	24	52	837	10,4	
60	-54,67 MLWS	56,00	27	52	864	9,3	
61	-54,92 MLWS	56,25	27	52	891	9,3	
62	-55,17 MLWS	56,50	31	52	922	8,1	
63	-55,42 MLWS	56,75	31	52	953	8,1	
64	-55,67 MLWS	57,00	31	72	984	8,1	
65	-55,92 MLWS	57,25	30	72	1.014	8,3	
66	-56,17 MLWS	57,50	30	72	1.044	8,3	
67	-56,42 MLWS	57,75	30	72	1.074	8,3	
68	-56,67 MLWS	58,00	30	72	1.104	8,3	
69	-56,92 MLWS	58,25	31	72	1.135	8,1	
70	-57,17 MLWS	58,50	30	80	1.165	8,3	
71	-57,42 MLWS	58,75	32	80	1.197	7,8	
72	-57,67 MLWS	59,00	31	90	1.228	8,1	
73	-57,92 MLWS	59,25	32	90	1.260	7,8	
74	-58,17 MLWS	59,50	29	100	1.289	8,6	
75	-58,42 MLWS	59,75	30	100	1.319	8,3	
76	-58,67 MLWS	60,00	31	100	1.350	8,1	
77	-58,92 MLWS	60,25	29	110	1.379	8,6	
78	-59,17 MLWS	60,50	29	110	1.408	8,6	
79	-59,42 MLWS	60,75	29	120	1.437	8,6	
80	-59,67 MLWS	61,00	29	120	1.466	8,6	
81	-59,92 MLWS	61,25	27	120	1.493	9,3	
82	-60,17 MLWS	61,50	27	120	1.520	9,3	
83	-60,42 MLWS	61,75	28	120	1.548	8,9	
