N°	Toe Level	Graduation	Blow_Count	Energy(kJ)	Cumulative_blow_Count	Penetration_per_blow(mm/blow)	comments
1	-32,22 MLWS	33,50					
2	-32,47 MLWS	33,75	3	36	3	83	
3	-32,72 MLWS	34,00	3	36	6	83	
4	-32,97 MLWS	34,25	3	36	9	83	
5	-33,22 MLWS	34,50	4	36	13	63	
6	-33,47 MLWS	34,75	4	36	17	63	
7	-33,72 MLWS	35,00	4	36	21	63	
8	-33,97 MLWS	35,25	4	36	25	63	
9	-34,22 MLWS	35,50	4	36	29	63	
10	-34,47 MLWS	35,75	4	36	33	63	
11	-34,72 MLWS	36,00	4	36	37	63	
12	-34,97 MLWS	36,25	4	36	41	63	
13	-35,22 MLWS	36,50	4	36	45	63	
14	-35,47 MLWS	36,75	4	36	49	63	
15	-35,72 MLWS	37,00	4	36	53	63	
16	-35,97 MLWS	37,25	4	36	57	63	
17	-36,22 MLWS	37,50	4	36	61	63	
18	-36,47 MLWS	37,75	3	36	64	83	
19	-36,72 MLWS	38,00	4	36	68	63	
20	-36,97 MLWS	38,25	4	36	72	63	
21	-37,22 MLWS	38,50	4	36	76	63	
22	-37,47 MLWS	38,75	4	36	80	63	
23	-37,72 MLWS	39,00	4	36	84	63	
24	-37,97 MLWS	39,25	3	36	87	83	
25	-38,22 MLWS	39,50	13	85	100	19	
26	-38,47 MLWS	39,75	12	85	112	21	
27	-38,72 MLWS	40,00	9	85	121	28	
28	-38,97 MLWS	40,25	9	85	130	28	
29	-39,22 MLWS	40,50	9	85	139	28	
30	-39,47 MLWS	40,75	9	85	148	28	
31	-39,72 MLWS	41,00	8	85	156	31	
32	-39,97 MLWS	41,25	6	85	162	42	
33	-40,22 MLWS	41,50	6	85	168	42	
34	-40,47 MLWS	41,75	6	85	174	42	
35	-40,72 MLWS	42,00	6	85	180	42	
36	-40,97 MLWS	42,25	6	85	186	42	
37	-41,22 MLWS	42,50	8	85	194	31	
38	-41,47 MLWS	42,75	7	85	201	36	
39	-41,72 MLWS	43,00	7	85	208	36	
40	-41,97 MLWS	43,25	8	85	216	31	
41	-42,22 MLWS	43,50	6	85	222	42	
42	-42,47 MLWS	43,75	7	85	229	36	
43	-42,72 MLWS	44,00	7	85	236	36	
44	-42,97 MLWS	44,25	7	85	243	36	
45	-43,22 MLWS	44,50	5	85	248	50	
46	-43,47 MLWS	44,75	7	85	255	36	
47	-43,72 MLWS	45,00	7	85	262	36	
48	-43,97 MLWS	45,25	7	85	269	36	
49	-44,22 MLWS	45,50	8	85	277	31	
50	-44,47 MLWS	45,75	8	85	285	31	
51	-44,72 MLWS	46,00	7	85	292	35,7	
52	-44,97 MLWS	46,25	8	85	300	31,3	
53	-45,22 MLWS	46,50	8	85	308	31,3	
54	-45,47 MLWS	46,75	8	85	316	31,3	
55	-45,72 MLWS	47,00	8	85	324	31,3	
56	-45,97 MLWS	47,25	8	85	332	31,3	
57	-46,22 MLWS	47,50	8	85	340	31,3	
58	-46,47 MLWS	47,75	9	85	349	27,8	
59	-46,72 MLWS	48,00	9	85	358	27,8	
60	-46,97 MLWS	48,25	9	85	367	27,8	
61	-47,22 MLWS	48,50	9	85	376	27,8	
62	-47,47 MLWS	48,75	12	85	388	20,8	
63	-47,72 MLWS	49,00	12	85	400	20,8	
64	-47,97 MLWS	49,25	12	85	412	20,8	
65	-48,22 MLWS	49,50	10	85	422	25,0	
66	-48,47 MLWS	49,75	10	85	432	25,0	
67	-48,72 MLWS	50,00	11	85	443	22,7	
68	-48,97 MLWS	50,25	11	85	454	22,7	
69	-49,22 MLWS	50,50	12	85	466	20,8	
70	-49,47 MLWS	50,75	12	85	478	20,8	
71	-49,72 MLWS	51,00	12	85	490	20,8	
72	-49,97 MLWS	51,25	14	85	504	17,9	
73	-50,22 MLWS	51,50	14	85	518	17,9	
74	-50,47 MLWS	51,75	14	85	532	17,9	
75	-50,72 MLWS	52,00	14	85	546	17,9	
76	-50,97 MLWS	52,25	14	85	560	17,9	
77	-51,22 MLWS	52,50	14	85	574	17,9	
78	-51,47 MLWS	52,75	14	85	588	17,9	
79	-51,72 MLWS	53,00	15	85	603	16,7	
80	-51,97 MLWS	53,25	15	85	618	16,7	
81	-52,22 MLWS	53,50	15	85	633	16,7	
82	-52,47 MLWS	53,75	17	85	650	14,7	
83	-52,72 MLWS	54,00	17	85	667	14,7	
84	-52,97 MLWS	54,25	18	85	685	13,9	
85	-53,22 MLWS	54,50	18	85	703	13,9	
86	-53,47 MLWS	54,75	18	85	721	13,9	
87	-53,72 MLWS	55,00	19	85	740	13,2	
88	-53,97 MLWS	55,25	19	85	759	13,2	
89	-54,22 MLWS	55,50	19	85	778	13,2	
90	-54,47 MLWS	55,75	18	85	796	13,9	
91	-54,72 MLWS	56,00	19	85	815	13,2	
92	-54,97 MLWS	56,25	19	85	834	13,2	
93	-55,22 MLWS	56,50	20	85	854	12,5	
94	-55,47 MLWS	56,75	20	85	874	12,5	
95	-55,72 MLWS	57,00	20	85	894	12,5	
96	-55,97 MLWS	57,25	20	85	914	12,5	
97	-56,22 MLWS	57,50	20	85	934	12,5	
98	-56,47 MLWS	57,75	20	90	954	12,5	
99	-56,72 MLWS	58,00	20	90	974	12,5	
