N°	Toe Level	Graduation	Blow_Count	Energy(kJ)	Cumulative_blow_Count	Penetration_per_blow(mm/blow)	comments
1	-33,14 MLWS	34,75					
2	-33,39 MLWS	35,00	1	36	1	250	
3	-33,64 MLWS	35,25	1	36	2	250	
4	-33,89 MLWS	35,50	1	36	3	250	
5	-34,14 MLWS	35,75	1	36	4	250	
6	-34,39 MLWS	36,00	1	36	5	250	
7	-34,64 MLWS	36,25	1	36	6	250	
8	-34,89 MLWS	36,50	1	72	7	250	
9	-35,14 MLWS	36,75	1	72	8	250	
10	-35,39 MLWS	37,00	1	72	9	250	
11	-35,64 MLWS	37,25	1	72	10	250	
12	-35,89 MLWS	37,50	1	72	11	250	
13	-36,14 MLWS	37,75	1	72	12	250	
14	-36,39 MLWS	38,00	1	72	13	250	
15	-36,64 MLWS	38,25	1	72	14	250	
16	-36,89 MLWS	38,50	1	72	15	250	
17	-37,14 MLWS	38,75	1	72	16	250	
18	-37,39 MLWS	39,00	1	72	17	250	
19	-37,64 MLWS	39,25	1	72	18	250	
20	-37,89 MLWS	39,50	1	72	19	250	
21	-38,14 MLWS	39,75	1	72	20	250	
22	-38,39 MLWS	40,00	1	72	21	250	
23	-38,64 MLWS	40,25	1	72	22	250	
24	-38,89 MLWS	40,50	24	36	46	10	
25	-39,14 MLWS	40,75	24	36	70	10	
26	-39,39 MLWS	41,00	26	36	96	10	
27	-39,64 MLWS	41,25	25	36	121	10	
28	-39,89 MLWS	41,50	19	36	140	13	
29	-40,14 MLWS	41,75	24	36	164	10	
30	-40,39 MLWS	42,00	29	36	193	9	
31	-40,64 MLWS	42,25	28	36	221	9	
32	-40,89 MLWS	42,50	32	36	253	8	
33	-41,14 MLWS	42,75	25	36	278	10	
34	-41,39 MLWS	43,00	31	36	309	8	
35	-41,64 MLWS	43,25	30	36	339	8	
36	-41,89 MLWS	43,50	30	36	369	8	
37	-42,14 MLWS	43,75	25	36	394	10	
38	-42,39 MLWS	44,00	30	95	424	8	
39	-42,64 MLWS	44,25	31	95	455	8	
40	-42,89 MLWS	44,50	32	95	487	8	
41	-43,14 MLWS	44,75	31	95	518	8	
42	-43,39 MLWS	45,00	31	95	549	8	
43	-43,64 MLWS	45,25	32	95	581	8	
44	-43,89 MLWS	45,50	33	95	614	8	
45	-44,14 MLWS	45,75	32	95	646	8	
46	-44,39 MLWS	46,00	28	95	674	9	
47	-44,64 MLWS	46,25	32	95	706	8	
48	-44,89 MLWS	46,50	32	95	738	8	
49	-45,14 MLWS	46,75	34	95	772	7	
50	-45,39 MLWS	47,00	35	95	807	7	
51	-45,64 MLWS	47,25	38	95	845	6,6	
52	-45,89 MLWS	47,50	38	110	883	6,6	
53	-46,14 MLWS	47,75	35	110	918	7,1	
54	-46,39 MLWS	48,00	25	110	943	10,0	
55	-46,64 MLWS	48,25	26	110	969	9,6	
56	-46,89 MLWS	48,50	35	110	1.004	7,1	
57	-47,14 MLWS	48,75	34	110	1.038	7,4	
58	-47,39 MLWS	49,00	34	110	1.072	7,4	
59	-47,64 MLWS	49,25	25	110	1.097	10,0	
60	-47,89 MLWS	49,50	25	110	1.122	10,0	
61	-48,14 MLWS	49,75	23	110	1.145	10,9	
62	-48,39 MLWS	50,00	22	110	1.167	11,4	
63	-48,64 MLWS	50,25	21	110	1.188	11,9	
64	-48,89 MLWS	50,50	23	110	1.211	10,9	
65	-49,14 MLWS	50,75	23	110	1.234	10,9	
66	-49,39 MLWS	51,00	22	110	1.256	11,4	
67	-49,64 MLWS	51,25	25	110	1.281	10,0	
68	-49,89 MLWS	51,50	28	110	1.309	8,9	
69	-50,14 MLWS	51,75	37	110	1.346	6,8	
70	-50,39 MLWS	52,00	31	110	1.377	8,1	
71	-50,64 MLWS	52,25	34	110	1.411	7,4	
72	-50,89 MLWS	52,50	33	110	1.444	7,6	
73	-51,14 MLWS	52,75	35	110	1.479	7,1	
74	-51,39 MLWS	53,00	38	110	1.517	6,6	
75	-51,64 MLWS	53,25	38	110	1.555	6,6	
76	-51,89 MLWS	53,50	41	110	1.596	6,1	
77	-52,14 MLWS	53,75	38	110	1.634	6,6	
78	-52,39 MLWS	54,00	34	110	1.668	7,4	
79	-52,64 MLWS	54,25	36	110	1.704	6,9	
80	-52,89 MLWS	54,50	32	110	1.736	7,8	
81	-53,14 MLWS	54,75	24	110	1.760	10,4	
82	-53,39 MLWS	55,00	25	110	1.785	10,0	
83	-53,64 MLWS	55,25	25	110	1.810	10,0	
84	-53,89 MLWS	55,50	25	110	1.835	10,0	
85	-54,14 MLWS	55,75	27	110	1.862	9,3	
86	-54,39 MLWS	56,00	27	110	1.889	9,3	
87	-54,64 MLWS	56,25	28	110	1.917	8,9	
88	-54,89 MLWS	56,50	29	110	1.946	8,6	
89	-55,14 MLWS	56,75	27	110	1.973	9,3	
90	-55,39 MLWS	57,00	26	110	1.999	9,6	
91	-55,64 MLWS	57,25	26	110	2.025	9,6	
92	-55,89 MLWS	57,50	23	110	2.048	10,9	
93	-56,14 MLWS	57,75	24	110	2.072	10,4	
94	-56,39 MLWS	58,00	28	110	2.100	8,9	
95	-56,64 MLWS	58,25	25	115	2.125	10,0	
96	-56,89 MLWS	58,50	27	115	2.152	9,3	
97	-57,14 MLWS	58,75	28	115	2.180	8,9	
98	-57,39 MLWS	59,00	28	115	2.208	8,9	
99	-57,64 MLWS	59,25	30	115	2.238	8,3	
100	-57,89 MLWS	59,50	31	115	2.269	8,1	
101	-58,14 MLWS	59,75	30	115	2.299	8,3	
102	-58,39 MLWS	60,00	29	115	2.328	8,6	
103	-58,64 MLWS	60,25	31	115	2.359	8,1	
104	-58,89 MLWS	60,50	34	115	2.393	7,4	
105	-59,14 MLWS	60,75	32	115	2.425	7,8	
106	-59,39 MLWS	61,00	35	115	2.460	7,1	
107	-59,64 MLWS	61,25	38	115	2.498	6,6	
108	-59,89 MLWS	61,50	34	115	2.532	7,4	
109	-60,14 MLWS	61,75	35	120	2.567	7,1	
110	-60,39 MLWS	62,00	39	120	2.606	6,4	
111	-60,64 MLWS	62,25	36	120	2.642	6,9	
112	-60,89 MLWS	62,50	35	120	2.677	7,1	
113	-61,14 MLWS	62,75	33	120	2.710	7,6	
114	-61,39 MLWS	63,00	36	120	2.746	6,9	
115	-61,64 MLWS	63,25	38	120	2.784	6,6	
116	-61,89 MLWS	63,50	41	120	2.825	6,1	
117	-62,14 MLWS	63,75	42	150	2.867	6,0	
118	-62,39 MLWS	64,00	38	150	2.905	6,6	
119	-62,64 MLWS	64,25	38	150	2.943	6,6	
120	-62,89 MLWS	64,50	38	150	2.981	6,6	
121	-63,14 MLWS	64,75	38	160	3.019	6,6	
122	-63,39 MLWS	65,00	34	160	3.053	7,4	
123	-63,64 MLWS	65,25	36	160	3.089	6,9	
124	-63,89 MLWS	65,50	33	160	3.122	7,6	
125	-64,14 MLWS	65,75	34	160	3.156	7,4	
126	-64,39 MLWS	66,00	34	160	3.190	7,4	
127	-64,64 MLWS	66,25	35	160	3.225	7,1	
128	-64,89 MLWS	66,50	34	160	3.259	7,4	
129	-65,14 MLWS	66,75	36	170	3.295	6,9	
130	-65,39 MLWS	67,00	38	170	3.333	6,6	
131	-65,64 MLWS	67,25	38	170	3.371	6,6	
132	-65,89 MLWS	67,50	36	170	3.407	6,9	
133	-66,14 MLWS	67,75	36	170	3.443	6,9	
134	-66,39 MLWS	68,00	35	170	3.478	7,1	
135	-66,64 MLWS	68,25	37	170	3.515	6,8	
136	-66,89 MLWS	68,50	36	170	3.551	6,9	
137	-67,14 MLWS	68,75	36	170	3.587	6,9	
138	-67,39 MLWS	69,00	36	180	3.623	6,9	
139	-67,64 MLWS	69,25	36	180	3.659	6,9	
140	-67,89 MLWS	69,50	36	180	3.695	6,9	
141	-68,14 MLWS	69,75	40	190	3.735	6,3	
142	-68,39 MLWS	70,00	38	190	3.773	6,6	
143	-68,64 MLWS	70,25	34	190	3.807	7,4	
144	-68,89 MLWS	70,50	36	190	3.843	6,9	
145	-69,14 MLWS	70,75	36	195	3.879	6,9	
146	-69,39 MLWS	71,00	32	195	3.911	7,8	
147	-69,64 MLWS	71,25	33	195	3.944	7,6	
148	-69,89 MLWS	71,50	35	200	3.979	7,1	
149	-70,14 MLWS	71,75	35	200	4.014	7,1	
150	-70,39 MLWS	72,00	34	200	4.048	7,4	
151	-70,64 MLWS	72,25	35	200	4.083	7,1	
152	-70,89 MLWS	72,50	34	200	4.117	7,4	
