N°	Toe Level	Graduation	Blow_Count	Energy(kJ)	Cumulative_blow_Count	Penetration_per_blow(mm/blow)	comments
1	-32,13 MLWS	33,25					
2	-32,38 MLWS	33,50	2	72	2	125	
3	-32,63 MLWS	33,75	2	72	4	125	
4	-32,88 MLWS	34,00	3	72	7	83	
5	-33,13 MLWS	34,25	2	72	9	125	
6	-33,38 MLWS	34,50	3	72	12	83	
7	-33,63 MLWS	34,75	3	72	15	83	
8	-33,88 MLWS	35,00	4	72	19	63	
9	-34,13 MLWS	35,25	3	72	22	83	
10	-34,38 MLWS	35,50	3	72	25	83	
11	-34,63 MLWS	35,75	3	72	28	83	
12	-34,88 MLWS	36,00	3	72	31	83	
13	-35,13 MLWS	36,25	3	72	34	83	
14	-35,38 MLWS	36,50	2	72	36	125	
15	-35,63 MLWS	36,75	3	72	39	83	
16	-35,88 MLWS	37,00	3	72	42	83	
17	-36,13 MLWS	37,25	3	72	45	83	
18	-36,38 MLWS	37,50	2	72	47	125	
19	-36,63 MLWS	37,75	3	72	50	83	
20	-36,88 MLWS	38,00	2	72	52	125	
21	-37,13 MLWS	38,25	3	72	55	83	
22	-37,38 MLWS	38,50	3	72	58	83	
23	-37,63 MLWS	38,75	3	72	61	83	
24	-37,88 MLWS	39,00	4	72	65	63	
25	-38,13 MLWS	39,25	2	72	67	125	
26	-38,38 MLWS	39,50	2	72	69	125	
27	-38,63 MLWS	39,75	2	72	71	125	
28	-38,88 MLWS	40,00	2	72	73	125	
29	-39,13 MLWS	40,25	1	72	74	250	
30	-39,38 MLWS	40,50	2	72	76	125	
31	-39,63 MLWS	40,75	2	72	78	125	
32	-39,88 MLWS	41,00	2	72	80	125	
33	-40,13 MLWS	41,25	1	72	81	250	
34	-40,38 MLWS	41,50	2	72	83	125	
35	-40,63 MLWS	41,75	2	72	85	125	
36	-40,88 MLWS	42,00	2	72	87	125	
37	-41,13 MLWS	42,25	2	72	89	125	
38	-41,38 MLWS	42,50	2	72	91	125	
39	-41,63 MLWS	42,75	2	72	93	125	
40	-41,88 MLWS	43,00	1	72	94	250	
41	-42,13 MLWS	43,25	1	72	95	250	
42	-42,38 MLWS	43,50	1	72	96	250	
43	-42,63 MLWS	43,75	1	72	97	250	
44	-42,88 MLWS	44,00	2	72	99	125	
45	-43,13 MLWS	44,25	1	72	100	250	
46	-43,38 MLWS	44,50	2	72	102	125	
47	-43,63 MLWS	44,75	2	72	104	125	
48	-43,88 MLWS	45,00	2	72	106	125	
49	-44,13 MLWS	45,25	2	72	108	125	
50	-44,38 MLWS	45,50	2	72	110	125	
51	-44,63 MLWS	45,75	1	72	111	250,0	
52	-44,88 MLWS	46,00	1	72	112	250,0	
53	-45,13 MLWS	46,25	1	72	113	250,0	
54	-45,38 MLWS	46,50	2	72	115	125,0	
55	-45,63 MLWS	46,75	2	72	117	125,0	
56	-45,88 MLWS	47,00	2	72	119	125,0	
57	-46,13 MLWS	47,25	2	72	121	125,0	
58	-46,38 MLWS	47,50	3	72	124	83,3	
59	-46,63 MLWS	47,75	2	72	126	125,0	
60	-46,88 MLWS	48,00	2	72	128	125,0	
61	-47,13 MLWS	48,25	2	72	130	125,0	
62	-47,38 MLWS	48,50	2	72	132	125,0	
63	-47,63 MLWS	48,75	2	72	134	125,0	
64	-47,88 MLWS	49,00	2	72	136	125,0	
65	-48,13 MLWS	49,25	2	72	138	125,0	
66	-48,38 MLWS	49,50	2	72	140	125,0	
67	-48,63 MLWS	49,75	2	72	142	125,0	
68	-48,88 MLWS	50,00	2	72	144	125,0	
69	-49,13 MLWS	50,25	2	72	146	125,0	
70	-49,38 MLWS	50,50	2	72	148	125,0	
71	-49,63 MLWS	50,75	2	72	150	125,0	
72	-49,88 MLWS	51,00	2	72	152	125,0	
73	-50,13 MLWS	51,25	4	72	156	62,5	
74	-50,38 MLWS	51,50	3	72	159	83,3	
75	-50,63 MLWS	51,75	3	72	162	83,3	
76	-50,88 MLWS	52,00	3	72	165	83,3	
77	-51,13 MLWS	52,25	4	72	169	62,5	
78	-51,38 MLWS	52,50	4	72	173	62,5	
79	-51,63 MLWS	52,75	4	72	177	62,5	
80	-51,88 MLWS	53,00	4	72	181	62,5	
81	-52,13 MLWS	53,25	4	72	185	62,5	
82	-52,38 MLWS	53,50	5	72	190	50,0	
83	-52,63 MLWS	53,75	5	72	195	50,0	
84	-52,88 MLWS	54,00	5	72	200	50,0	
85	-53,13 MLWS	54,25	5	72	205	50,0	
86	-53,38 MLWS	54,50	6	72	211	41,7	
87	-53,63 MLWS	54,75	6	72	217	41,7	
88	-53,88 MLWS	55,00	5	72	222	50,0	
89	-54,13 MLWS	55,25	6	72	228	41,7	
90	-54,38 MLWS	55,50	6	72	234	41,7	
91	-54,63 MLWS	55,75	5	72	239	50,0	
92	-54,88 MLWS	56,00	7	72	246	35,7	
93	-55,13 MLWS	56,25	6	72	252	41,7	
94	-55,38 MLWS	56,50	7	72	259	35,7	
95	-55,63 MLWS	56,75	6	72	265	41,7	
96	-55,88 MLWS	57,00	7	72	272	35,7	
97	-56,13 MLWS	57,25	7	72	279	35,7	
98	-56,38 MLWS	57,50	8	72	287	31,3	
99	-56,63 MLWS	57,75	8	72	295	31,3	
100	-56,88 MLWS	58,00	7	72	302	35,7	
101	-57,13 MLWS	58,25	9	72	311	27,8	
102	-57,38 MLWS	58,50	9	72	320	27,8	
103	-57,63 MLWS	58,75	9	72	329	27,8	
104	-57,88 MLWS	59,00	9	72	338	27,8	
105	-58,13 MLWS	59,25	9	72	347	27,8	
106	-58,38 MLWS	59,50	10	72	357	25,0	
107	-58,63 MLWS	59,75	10	72	367	25,0	
108	-58,88 MLWS	60,00	10	72	377	25,0	
109	-59,13 MLWS	60,25	10	72	387	25,0	
110	-59,38 MLWS	60,50	11	72	398	22,7	
111	-59,63 MLWS	60,75	11	72	409	22,7	
112	-59,88 MLWS	61,00	12	72	421	20,8	
113	-60,13 MLWS	61,25	13	72	434	19,2	
114	-60,38 MLWS	61,50	13	72	447	19,2	
115	-60,63 MLWS	61,75	12	72	459	20,8	
