N°	Toe Level	Graduation	Blow_Count	Energy(kJ)	Cumulative_blow_Count	Penetration_per_blow(mm/blow)	comments
1	-34,65 MLWS	36,00					
2	-34,90 MLWS	36,25	5	72	5	50	
3	-35,15 MLWS	36,50	4	72	9	63	
4	-35,40 MLWS	36,75	4	72	13	63	
5	-35,65 MLWS	37,00	3	72	16	83	
6	-35,90 MLWS	37,25	2	72	18	125	
7	-36,15 MLWS	37,50	5	72	23	50	
8	-36,40 MLWS	37,75	4	72	27	63	
9	-36,65 MLWS	38,00	4	72	31	63	
10	-36,90 MLWS	38,25	5	72	36	50	
11	-37,15 MLWS	38,50	5	72	41	50	
12	-37,40 MLWS	38,75	5	72	46	50	
13	-37,65 MLWS	39,00	5	72	51	50	
14	-37,90 MLWS	39,25	5	72	56	50	
15	-38,15 MLWS	39,50	4	72	60	63	
16	-38,40 MLWS	39,75	5	72	65	50	
17	-38,65 MLWS	40,00	5	72	70	50	
18	-38,90 MLWS	40,25	5	72	75	50	
19	-39,15 MLWS	40,50	4	72	79	63	
20	-39,40 MLWS	40,75	5	72	84	50	
21	-39,65 MLWS	41,00	5	72	89	50	
22	-39,90 MLWS	41,25	6	72	95	42	
23	-40,15 MLWS	41,50	5	72	100	50	
24	-40,40 MLWS	41,75	5	72	105	50	
25	-40,65 MLWS	42,00	5	72	110	50	
26	-40,90 MLWS	42,25	6	72	116	42	
27	-41,15 MLWS	42,50	5	72	121	50	
28	-41,40 MLWS	42,75	5	72	126	50	
29	-41,65 MLWS	43,00	6	72	132	42	
30	-41,90 MLWS	43,25	5	72	137	50	
31	-42,15 MLWS	43,50	6	72	143	42	
32	-42,40 MLWS	43,75	6	72	149	42	
33	-42,65 MLWS	44,00	5	72	154	50	
34	-42,90 MLWS	44,25	6	72	160	42	
35	-43,15 MLWS	44,50	6	72	166	42	
36	-43,40 MLWS	44,75	6	72	172	42	
37	-43,65 MLWS	45,00	6	72	178	42	
38	-43,90 MLWS	45,25	6	72	184	42	
39	-44,15 MLWS	45,50	6	72	190	42	
40	-44,40 MLWS	45,75	6	72	196	42	
41	-44,65 MLWS	46,00	7	72	203	36	
42	-44,90 MLWS	46,25	6	72	209	42	
43	-45,15 MLWS	46,50	7	72	216	36	
