N°	Toe Level	Graduation	Blow_Count	Energy(kJ)	Cumulative_blow_Count	Penetration_per_blow(mm/blow)	comments
1	-32,17 MLWS	33,50					
2	-32,42 MLWS	33,75	2	72	2	125	
3	-32,67 MLWS	34,00	2	72	4	125	
4	-32,92 MLWS	34,25	6	72	10	42	
5	-33,17 MLWS	34,50	5	72	15	50	
6	-33,42 MLWS	34,75	4	72	19	63	
7	-33,67 MLWS	35,00	6	72	25	42	
8	-33,92 MLWS	35,25	6	72	31	42	
9	-34,17 MLWS	35,50	4	72	35	63	
10	-34,42 MLWS	35,75	5	72	40	50	
11	-34,67 MLWS	36,00	6	72	46	42	
12	-34,92 MLWS	36,25	6	72	52	42	
13	-35,17 MLWS	36,50	6	72	58	42	
14	-35,42 MLWS	36,75	4	72	62	63	
15	-35,67 MLWS	37,00	5	72	67	50	
16	-35,92 MLWS	37,25	5	72	72	50	
17	-36,17 MLWS	37,50	5	72	77	50	
18	-36,42 MLWS	37,75	5	72	82	50	
19	-36,67 MLWS	38,00	3	72	85	83	
20	-36,92 MLWS	38,25	3	72	88	83	
21	-37,17 MLWS	38,50	3	72	91	83	
22	-37,42 MLWS	38,75	4	72	95	63	
23	-37,67 MLWS	39,00	4	72	99	63	
24	-37,92 MLWS	39,25	4	72	103	63	
25	-38,17 MLWS	39,50	3	72	106	83	
26	-38,42 MLWS	39,75	3	72	109	83	
27	-38,67 MLWS	40,00	3	72	112	83	
28	-38,92 MLWS	40,25	10	72	122	25	
29	-39,17 MLWS	40,50	12	72	134	21	
30	-39,42 MLWS	40,75	12	72	146	21	
31	-39,67 MLWS	41,00	10	72	156	25	
32	-39,92 MLWS	41,25	12	72	168	21	
33	-40,17 MLWS	41,50	12	72	180	21	
34	-40,42 MLWS	41,75	8	72	188	31	
35	-40,67 MLWS	42,00	8	72	196	31	
36	-40,92 MLWS	42,25	7	72	203	36	
37	-41,17 MLWS	42,50	7	72	210	36	
38	-41,42 MLWS	42,75	7	72	217	36	
39	-41,67 MLWS	43,00	7	72	224	36	
40	-41,92 MLWS	43,25	7	72	231	36	
41	-42,17 MLWS	43,50	8	72	239	31	
42	-42,42 MLWS	43,75	7	72	246	36	
43	-42,67 MLWS	44,00	7	72	253	36	
44	-42,92 MLWS	44,25	8	72	261	31	
45	-43,17 MLWS	44,50	6	72	267	42	
46	-43,42 MLWS	44,75	6	72	273	42	
47	-43,67 MLWS	45,00	6	72	279	42	
48	-43,92 MLWS	45,25	6	72	285	42	
49	-44,17 MLWS	45,50	7	72	292	36	
50	-44,42 MLWS	45,75	7	72	299	36	
51	-44,67 MLWS	46,00	7	72	306	35,7	
52	-44,92 MLWS	46,25	7	72	313	35,7	
53	-45,17 MLWS	46,50	8	72	321	31,3	
54	-45,42 MLWS	46,75	8	72	329	31,3	
55	-45,67 MLWS	47,00	8	72	337	31,3	
56	-45,92 MLWS	47,25	8	72	345	31,3	
57	-46,17 MLWS	47,50	8	72	353	31,3	
58	-46,42 MLWS	47,75	9	72	362	27,8	
59	-46,67 MLWS	48,00	9	72	371	27,8	
60	-46,92 MLWS	48,25	9	72	380	27,8	
61	-47,17 MLWS	48,50	10	72	390	25,0	
62	-47,42 MLWS	48,75	10	72	400	25,0	
63	-47,67 MLWS	49,00	9	72	409	27,8	
64	-47,92 MLWS	49,25	9	72	418	27,8	
65	-48,17 MLWS	49,50	9	72	427	27,8	
66	-48,42 MLWS	49,75	10	72	437	25,0	
67	-48,67 MLWS	50,00	10	75	447	25,0	
68	-48,92 MLWS	50,25	10	75	457	25,0	
69	-49,17 MLWS	50,50	10	75	467	25,0	
70	-49,42 MLWS	50,75	11	75	478	22,7	
71	-49,67 MLWS	51,00	11	75	489	22,7	
72	-49,92 MLWS	51,25	12	75	501	20,8	
73	-50,17 MLWS	51,50	12	75	513	20,8	
74	-50,42 MLWS	51,75	11	75	524	22,7	
75	-50,67 MLWS	52,00	11	75	535	22,7	
76	-50,92 MLWS	52,25	13	75	548	19,2	
77	-51,17 MLWS	52,50	13	75	561	19,2	
78	-51,42 MLWS	52,75	13	75	574	19,2	
79	-51,67 MLWS	53,00	13	75	587	19,2	
80	-51,92 MLWS	53,25	16	75	603	15,6	
81	-52,17 MLWS	53,50	16	75	619	15,6	
82	-52,42 MLWS	53,75	16	75	635	15,6	
83	-52,67 MLWS	54,00	15	75	650	16,7	
84	-52,92 MLWS	54,25	17	75	667	14,7	
85	-53,17 MLWS	54,50	17	75	684	14,7	
86	-53,42 MLWS	54,75	17	75	701	14,7	
87	-53,67 MLWS	55,00	16	75	717	15,6	
88	-53,92 MLWS	55,25	17	75	734	14,7	
89	-54,17 MLWS	55,50	17	75	751	14,7	
90	-54,42 MLWS	55,75	18	75	769	13,9	
91	-54,67 MLWS	56,00	18	75	787	13,9	
92	-54,92 MLWS	56,25	18	75	805	13,9	
93	-55,17 MLWS	56,50	18	75	823	13,9	
94	-55,42 MLWS	56,75	19	75	842	13,2	
95	-55,67 MLWS	57,00	20	75	862	12,5	
96	-55,92 MLWS	57,25	20	75	882	12,5	
97	-56,17 MLWS	57,50	20	75	902	12,5	
98	-56,42 MLWS	57,75	19	75	921	13,2	
99	-56,67 MLWS	58,00	18	75	939	13,9	
100	-56,92 MLWS	58,25	20	75	959	12,5	
101	-57,17 MLWS	58,50	21	75	980	11,9	
102	-57,42 MLWS	58,75	22	80	1.002	11,4	
103	-57,67 MLWS	59,00	22	80	1.024	11,4	
104	-57,92 MLWS	59,25	22	80	1.046	11,4	
105	-58,17 MLWS	59,50	22	80	1.068	11,4	
106	-58,42 MLWS	59,75	22	80	1.090	11,4	
107	-58,67 MLWS	60,00	21	80	1.111	11,9	
108	-58,92 MLWS	60,25	21	80	1.132	11,9	
109	-59,17 MLWS	60,50	23	80	1.155	10,9	
110	-59,42 MLWS	60,75	23	80	1.178	10,9	
111	-59,67 MLWS	61,00	23	80	1.201	10,9	
112	-59,92 MLWS	61,25	24	90	1.225	10,4	
113	-60,17 MLWS	61,50	24	90	1.249	10,4	
114	-60,42 MLWS	61,75	24	90	1.273	10,4	
115	-60,67 MLWS	62,00	24	90	1.297	10,4	
116	-60,92 MLWS	62,25	24	95	1.321	10,4	
117	-61,17 MLWS	62,50	24	95	1.345	10,4	
118	-61,42 MLWS	62,75	25	95	1.370	10,0	
119	-61,67 MLWS	63,00	25	95	1.395	10,0	
120	-61,92 MLWS	63,25	27	95	1.422	9,3	
121	-62,17 MLWS	63,50	26	100	1.448	9,6	
