N°	Toe Level	Graduation	Blow_Count	Energy(kJ)	Cumulative_blow_Count	Penetration_per_blow(mm/blow)	comments
1	-33,29 MLWS	34,75					
2	-33,54 MLWS	35,00	6	72	6	42	
3	-33,79 MLWS	35,25	6	72	12	42	
4	-34,04 MLWS	35,50	2	72	14	125	
5	-34,29 MLWS	35,75	4	72	18	63	
6	-34,54 MLWS	36,00	4	72	22	63	
7	-34,79 MLWS	36,25	3	72	25	83	
8	-35,04 MLWS	36,50	2	72	27	125	
9	-35,29 MLWS	36,75	4	72	31	63	
10	-35,54 MLWS	37,00	4	72	35	63	
11	-35,79 MLWS	37,25	1	72	36	250	
12	-36,04 MLWS	37,50	1	72	37	250	
13	-36,29 MLWS	37,75	1	72	38	250	
14	-36,54 MLWS	38,00	1	72	39	250	
15	-36,79 MLWS	38,25	2	72	41	125	
16	-37,04 MLWS	38,50	2	72	43	125	
17	-37,29 MLWS	38,75	2	72	45	125	
18	-37,54 MLWS	39,00	2	72	47	125	
19	-37,79 MLWS	39,25	2	72	49	125	
20	-38,04 MLWS	39,50	2	72	51	125	
21	-38,29 MLWS	39,75	2	72	53	125	
22	-38,54 MLWS	40,00	2	72	55	125	
23	-38,79 MLWS	40,25	3	72	58	83	
24	-39,04 MLWS	40,50	3	72	61	83	
25	-39,29 MLWS	40,75	3	72	64	83	
26	-39,54 MLWS	41,00	3	72	67	83	
27	-39,79 MLWS	41,25	3	72	70	83	
28	-40,04 MLWS	41,50	3	72	73	83	
29	-40,29 MLWS	41,75	2	72	75	125	
30	-40,54 MLWS	42,00	2	72	77	125	
31	-40,79 MLWS	42,25	2	72	79	125	
32	-41,04 MLWS	42,50	2	72	81	125	
33	-41,29 MLWS	42,75	2	72	83	125	
34	-41,54 MLWS	43,00	2	72	85	125	
35	-41,79 MLWS	43,25	2	72	87	125	
36	-42,04 MLWS	43,50	2	72	89	125	
37	-42,29 MLWS	43,75	3	72	92	83	
38	-42,54 MLWS	44,00	3	72	95	83	
39	-42,79 MLWS	44,25	3	72	98	83	
40	-43,04 MLWS	44,50	3	72	101	83	
41	-43,29 MLWS	44,75	3	72	104	83	
42	-43,54 MLWS	45,00	3	72	107	83	
43	-43,79 MLWS	45,25	3	72	110	83	
44	-44,04 MLWS	45,50	3	72	113	83	
45	-44,29 MLWS	45,75	3	72	116	83	
46	-44,54 MLWS	46,00	3	72	119	83	
47	-44,79 MLWS	46,25	5	72	124	50	
48	-45,04 MLWS	46,50	6	72	130	42	
49	-45,29 MLWS	46,75	6	72	136	42	
50	-45,54 MLWS	47,00	6	72	142	42	
51	-45,79 MLWS	47,25	6	72	148	41,7	
52	-46,04 MLWS	47,50	6	72	154	41,7	
53	-46,29 MLWS	47,75	6	72	160	41,7	
54	-46,54 MLWS	48,00	6	72	166	41,7	
55	-46,79 MLWS	48,25	6	72	172	41,7	
56	-47,04 MLWS	48,50	6	72	178	41,7	
57	-47,29 MLWS	48,75	6	72	184	41,7	
58	-47,54 MLWS	49,00	6	72	190	41,7	
59	-47,79 MLWS	49,25	6	72	196	41,7	
60	-48,04 MLWS	49,50	6	72	202	41,7	
61	-48,29 MLWS	49,75	6	72	208	41,7	
62	-48,54 MLWS	50,00	5	72	213	50,0	
63	-48,79 MLWS	50,25	7	72	220	35,7	
64	-49,04 MLWS	50,50	7	72	227	35,7	
65	-49,29 MLWS	50,75	7	72	234	35,7	
66	-49,54 MLWS	51,00	7	72	241	35,7	
67	-49,79 MLWS	51,25	7	72	248	35,7	
68	-50,04 MLWS	51,50	7	72	255	35,7	
69	-50,29 MLWS	51,75	7	72	262	35,7	
70	-50,54 MLWS	52,00	7	72	269	35,7	
71	-50,79 MLWS	52,25	6	72	275	41,7	
72	-51,04 MLWS	52,50	9	72	284	27,8	
73	-51,29 MLWS	52,75	11	72	295	22,7	
74	-51,54 MLWS	53,00	12	72	307	20,8	
75	-51,79 MLWS	53,25	12	72	319	20,8	
76	-52,04 MLWS	53,50	12	72	331	20,8	
77	-52,29 MLWS	53,75	17	72	348	14,7	
78	-52,54 MLWS	54,00	25	72	373	10,0	
79	-52,79 MLWS	54,25	24	72	397	10,4	
80	-53,04 MLWS	54,50	25	72	422	10,0	
81	-53,29 MLWS	54,75	24	72	446	10,4	
82	-53,54 MLWS	55,00	25	72	471	10,0	
83	-53,79 MLWS	55,25	23	72	494	10,9	
84	-54,04 MLWS	55,50	24	72	518	10,4	
85	-54,29 MLWS	55,75	24	72	542	10,4	
86	-54,54 MLWS	56,00	25	72	567	10,0	
87	-54,79 MLWS	56,25	25	72	592	10,0	
88	-55,04 MLWS	56,50	25	72	617	10,0	
