N°	Toe Level	Graduation	Blow_Count	Energy(kJ)	Cumulative_blow_Count	Penetration_per_blow(mm/blow)	comments
1	-36,87 MLWS	37,75					
2	-37,12 MLWS	38,00	4	36	4	63	
3	-37,37 MLWS	38,25	5	36	9	50	
4	-37,62 MLWS	38,50	7	36	16	36	
5	-37,87 MLWS	38,75	6	36	22	42	
6	-38,12 MLWS	39,00	6	36	28	42	
7	-38,37 MLWS	39,25	6	36	34	42	
8	-38,62 MLWS	39,50	5	36	39	50	
9	-38,87 MLWS	39,75	5	36	44	50	
10	-39,12 MLWS	40,00	5	36	49	50	
11	-39,37 MLWS	40,25	6	36	55	42	
12	-39,62 MLWS	40,50	6	36	61	42	
13	-39,87 MLWS	40,75	7	36	68	36	
14	-40,12 MLWS	41,00	6	36	74	42	
15	-40,37 MLWS	41,25	6	36	80	42	
16	-40,62 MLWS	41,50	6	36	86	42	
17	-40,87 MLWS	41,75	6	36	92	42	
18	-41,12 MLWS	42,00	6	36	98	42	
19	-41,37 MLWS	42,25	6	36	104	42	
20	-41,62 MLWS	42,50	8	36	112	31	
21	-41,87 MLWS	42,75	8	36	120	31	
22	-42,12 MLWS	43,00	8	36	128	31	
23	-42,37 MLWS	43,25	7	36	135	36	
24	-42,62 MLWS	43,50	8	36	143	31	
25	-42,87 MLWS	43,75	7	36	150	36	
26	-43,12 MLWS	44,00	8	36	158	31	
27	-43,37 MLWS	44,25	8	36	166	31	
28	-43,62 MLWS	44,50	8	36	174	31	
29	-43,87 MLWS	44,75	8	36	182	31	
30	-44,12 MLWS	45,00	9	36	191	28	
31	-44,37 MLWS	45,25	11	36	202	23	
32	-44,62 MLWS	45,50	11	36	213	23	
33	-44,87 MLWS	45,75	11	36	224	23	
34	-45,12 MLWS	46,00	11	36	235	23	
35	-45,37 MLWS	46,25	11	36	246	23	
36	-45,62 MLWS	46,50	12	36	258	21	
37	-45,87 MLWS	46,75	13	36	271	19	
38	-46,12 MLWS	47,00	13	36	284	19	
39	-46,37 MLWS	47,25	13	36	297	19	
40	-46,62 MLWS	47,50	16	36	313	16	
41	-46,87 MLWS	47,75	16	36	329	16	
42	-47,12 MLWS	48,00	16	36	345	16	
43	-47,37 MLWS	48,25	16	36	361	16	
44	-47,62 MLWS	48,50	16	36	377	16	
45	-47,87 MLWS	48,75	16	36	393	16	
46	-48,12 MLWS	49,00	16	36	409	16	
47	-48,37 MLWS	49,25	16	36	425	16	
48	-48,62 MLWS	49,50	16	36	441	16	
49	-48,87 MLWS	49,75	22	36	463	11	
50	-49,12 MLWS	50,00	22	36	485	11	
51	-49,37 MLWS	50,25	21	36	506	11,9	
52	-49,62 MLWS	50,50	19	36	525	13,2	
53	-49,87 MLWS	50,75	18	36	543	13,9	
54	-50,12 MLWS	51,00	19	36	562	13,2	
55	-50,37 MLWS	51,25	19	36	581	13,2	
56	-50,62 MLWS	51,50	20	36	601	12,5	
57	-50,87 MLWS	51,75	26	36	627	9,6	
58	-51,12 MLWS	52,00	22	36	649	11,4	
59	-51,37 MLWS	52,25	24	36	673	10,4	
60	-51,62 MLWS	52,50	24	36	697	10,4	
61	-51,87 MLWS	52,75	28	36	725	8,9	
62	-52,12 MLWS	53,00	23	40	748	10,9	
63	-52,37 MLWS	53,25	28	40	776	8,9	
64	-52,62 MLWS	53,50	28	40	804	8,9	
65	-52,87 MLWS	53,75	28	42	832	8,9	
66	-53,12 MLWS	54,00	24	46	856	10,4	
67	-53,37 MLWS	54,25	26	46	882	9,6	
68	-53,62 MLWS	54,50	26	46	908	9,6	
69	-53,87 MLWS	54,75	26	55	934	9,6	
70	-54,12 MLWS	55,00	26	55	960	9,6	
71	-54,37 MLWS	55,25	25	55	985	10,0	
72	-54,62 MLWS	55,50	26	55	1.011	9,6	
73	-54,87 MLWS	55,75	26	55	1.037	9,6	
74	-55,12 MLWS	56,00	26	55	1.063	9,6	
75	-55,37 MLWS	56,25	28	55	1.091	8,9	
76	-55,62 MLWS	56,50	28	58	1.119	8,9	
77	-55,87 MLWS	56,75	26	58	1.145	9,6	
78	-56,12 MLWS	57,00	26	60	1.171	9,6	
79	-56,37 MLWS	57,25	26	60	1.197	9,6	
80	-56,62 MLWS	57,50	26	60	1.223	9,6	
81	-56,87 MLWS	57,75	26	60	1.249	9,6	
82	-57,12 MLWS	58,00	26	60	1.275	9,6	
83	-57,37 MLWS	58,25	26	72	1.301	9,6	
84	-57,62 MLWS	58,50	26	72	1.327	9,6	
85	-57,87 MLWS	58,75	26	72	1.353	9,6	
86	-58,12 MLWS	59,00	23	75	1.376	10,9	
87	-58,37 MLWS	59,25	23	75	1.399	10,9	
88	-58,62 MLWS	59,50	25	75	1.424	10,0	
89	-58,87 MLWS	59,75	25	80	1.449	10,0	
90	-59,12 MLWS	60,00	25	85	1.474	10,0	
91	-59,37 MLWS	60,25	25	85	1.499	10,0	
92	-59,62 MLWS	60,50	25	85	1.524	10,0	
93	-59,87 MLWS	60,75	27	85	1.551	9,3	
94	-60,12 MLWS	61,00	25	85	1.576	10,0	
95	-60,37 MLWS	61,25	24	90	1.600	10,4	
96	-60,62 MLWS	61,50	26	90	1.626	9,6	
97	-60,87 MLWS	61,75	24	90	1.650	10,4	
98	-61,12 MLWS	62,00	26	90	1.676	9,6	
99	-61,37 MLWS	62,25	25	90	1.701	10,0	
100	-61,62 MLWS	62,5	24	90	1.725	10,4	
101	-61,87 MLWS	62,75	26	90	1.751	9,6	
102	-62,12 MLWS	63,00	26	95	1.777	9,6	
103	-62,37 MLWS	63,25	30	95	1.807	8,3	
104	-62,62 MLWS	63,50	27	100	1.834	9,3	
105	-62,87 MLWS	63,75	24	100	1.858	10,4	
106	-63,12 MLWS	64,00	27	100	1.885	9,3	
107	-63,37 MLWS	64,25	26	100	1.911	9,6	
108	-63,62 MLWS	64,50	26	105	1.937	9,6	
109	-63,87 MLWS	64,75	28	105	1.965	8,9	
110	-64,12 MLWS	65,00	30	110	1.995	8,3	
111	-64,37 MLWS	65,25	28	120	2.023	8,9	
112	-64,47 MLWS	65,35	15	120	2.038	6,7	
