N°	Toe Level	Graduation	Blow_Count	Energy(kJ)	Cumulative_blow_Count	Penetration_per_blow(mm/blow)	comments
1	-41,79 MLWS	43,00					
2	-42,04 MLWS	43,25	8	36	8	31	
3	-42,29 MLWS	43,50	6	36	14	42	
4	-42,54 MLWS	43,75	8	36	22	31	
5	-42,79 MLWS	44,00	7	36	29	36	
6	-43,04 MLWS	44,25	6	36	35	42	
7	-43,29 MLWS	44,50	7	36	42	36	
8	-43,54 MLWS	44,75	10	36	52	25	
9	-43,79 MLWS	45,00	9	36	61	28	
10	-44,04 MLWS	45,25	9	36	70	28	
11	-44,29 MLWS	45,50	9	36	79	28	
12	-44,54 MLWS	45,75	9	36	88	28	
13	-44,79 MLWS	46,00	9	36	97	28	
14	-45,04 MLWS	46,25	9	36	106	28	
15	-45,29 MLWS	46,50	9	36	115	28	
16	-45,54 MLWS	46,75	12	36	127	21	
17	-45,79 MLWS	47,00	10	36	137	25	
18	-46,04 MLWS	47,25	11	36	148	23	
19	-46,29 MLWS	47,50	11	36	159	23	
20	-46,54 MLWS	47,75	13	36	172	19	
21	-46,79 MLWS	48,00	11	36	183	23	
22	-47,04 MLWS	48,25	13	36	196	19	
23	-47,29 MLWS	48,50	15	36	211	17	
24	-47,54 MLWS	48,75	21	36	232	12	
25	-47,79 MLWS	49,00	24	36	256	10	
26	-48,04 MLWS	49,25	28	36	284	9	
27	-48,29 MLWS	49,50	30	41	314	8	
28	-48,54 MLWS	49,75	26	41	340	10	
29	-48,79 MLWS	50,00	28	58	368	9	
30	-49,04 MLWS	50,25	25	62	393	10	
31	-49,29 MLWS	50,50	33	62	426	8	
32	-49,54 MLWS	50,75	22	100	448	11	
33	-49,79 MLWS	51,00	18	120	466	14	
34	-50,04 MLWS	51,25	20	100	486	13	
35	-50,29 MLWS	51,50	22	100	508	11	
36	-50,54 MLWS	51,75	22	105	530	11	
37	-50,79 MLWS	52,00	22	105	552	11	
38	-51,04 MLWS	52,25	25	105	577	10	
39	-51,29 MLWS	52,50	25	105	602	10	
40	-51,54 MLWS	52,75	25	105	627	10	
41	-51,79 MLWS	53,00	27	105	654	9	
42	-52,04 MLWS	53,25	27	90	681	9	
43	-52,29 MLWS	53,50	23	90	704	11	
44	-52,54 MLWS	53,75	24	90	728	10	
45	-52,79 MLWS	54,00	21	90	749	12	
46	-53,04 MLWS	54,25	22	90	771	11	
47	-53,29 MLWS	54,50	20	90	791	13	
48	-53,54 MLWS	54,75	22	85	813	11	
49	-53,79 MLWS	55,00	20	85	833	13	
50	-54,04 MLWS	55,25	24	85	857	10	
51	-54,29 MLWS	55,50	24	69	881	10,4	
52	-54,54 MLWS	55,75	25	69	906	10,0	
53	-54,79 MLWS	56,00	22	69	928	11,4	
54	-55,04 MLWS	56,25	24	67	952	10,4	
55	-55,29 MLWS	56,50	20	67	972	12,5	
56	-55,54 MLWS	56,75	24	67	996	10,4	
57	-55,79 MLWS	57,00	24	62	1.020	10,4	
58	-56,04 MLWS	57,25	24	62	1.044	10,4	
59	-56,29 MLWS	57,50	25	62	1.069	10,0	
60	-56,54 MLWS	57,75	25	62	1.094	10,0	
61	-56,79 MLWS	58,00	22	68	1.116	11,4	
62	-57,04 MLWS	58,25	22	68	1.138	11,4	
63	-57,29 MLWS	58,50	22	68	1.160	11,4	
64	-57,54 MLWS	58,75	26	61	1.186	9,6	
65	-57,79 MLWS	59,00	26	61	1.212	9,6	
66	-58,04 MLWS	59,25	24	58	1.236	10,4	
67	-58,29 MLWS	59,50	27	58	1.263	9,3	
68	-58,54 MLWS	59,75	27	58	1.290	9,3	
69	-58,79 MLWS	60,00	25	58	1.315	10,0	
70	-59,04 MLWS	60,25	20	100	1.335	12,5	
71	-59,29 MLWS	60,50	20	100	1.355	12,5	
72	-59,54 MLWS	60,75	20	100	1.375	12,5	
73	-59,79 MLWS	61,00	22	100	1.397	11,4	
74	-60,04 MLWS	61,25	22	100	1.419	11,4	
75	-60,29 MLWS	61,50	22	90	1.441	11,4	
76	-60,54 MLWS	61,75	30	90	1.471	8,3	
77	-60,79 MLWS	62,00	26	100	1.497	9,6	
78	-61,04 MLWS	62,25	29	105	1.526	8,6	
79	-61,29 MLWS	62,50	24	125	1.550	10,4	
80	-61,54 MLWS	62,75	24	130	1.574	10,4	
81	-61,79 MLWS	63,00	24	150	1.598	10,4	
82	-62,04 MLWS	63,25	25	150	1.623	10,0	
83	-62,29 MLWS	63,50	24	150	1.647	10,4	
84	-62,54 MLWS	63,75	22	140	1.669	11,4	
85	-62,79 MLWS	64,00	22	140	1.691	11,4	
86	-63,04 MLWS	64,25	24	140	1.715	10,4	
87	-63,29 MLWS	64,50	23	140	1.738	10,9	
88	-63,54 MLWS	64,75	24	140	1.762	10,4	
89	-63,79 MLWS	65,00	21	140	1.783	11,9	
90	-64,04 MLWS	65,25	23	140	1.806	10,9	
91	-64,29 MLWS	65,50	24	140	1.830	10,4	
92	-64,54 MLWS	65,75	24	140	1.854	10,4	
93	-64,79 MLWS	66,00	22	140	1.876	11,4	
94	-65,04 MLWS	66,25	23	120	1.899	10,9	
95	-65,29 MLWS	66,50	20	120	1.919	12,5	
96	-65,54 MLWS	66,75	24	120	1.943	10,4	
97	-65,79 MLWS	67,00	28	120	1.971	8,9	
98	-66,04 MLWS	67,25	31	130	2.002	8,1	
99	-66,29 MLWS	67,50	29	135	2.031	8,6	
100	-66,54 MLWS	67,75	26	145	2.057	9,6	
101	-66,79 MLWS	68,00	28	155	2.085	8,9	
102	-67,04 MLWS	68,25	27	145	2.112	9,3	
103	-67,29 MLWS	68,50	25	150	2.137	10,0	
104	-67,54 MLWS	68,75	26	150	2.163	9,6	
105	-67,64 MLWS	68,85	13	150	2.176	7,7	
