N°	Toe Level	Graduation	Blow_Count	Energy(kJ)	Cumulative_blow_Count	Penetration_per_blow(mm/blow)	comments
1	-37,42 MLWS	38,50					
2	-37,67 MLWS	38,75	6	36	6	42	
3	-37,92 MLWS	39,00	8	36	14	31	
4	-38,17 MLWS	39,25	6	36	20	42	
5	-38,42 MLWS	39,50	6	36	26	42	
6	-38,67 MLWS	39,75	6	36	32	42	
7	-38,92 MLWS	40,00	6	36	38	42	
8	-39,17 MLWS	40,25	6	36	44	42	
9	-39,42 MLWS	40,50	6	36	50	42	
10	-39,67 MLWS	40,75	5	36	55	50	
11	-39,92 MLWS	41,00	4	36	59	63	
12	-40,17 MLWS	41,25	4	36	63	63	
13	-40,42 MLWS	41,50	4	36	67	63	
14	-40,67 MLWS	41,75	5	36	72	50	
15	-40,92 MLWS	42,00	5	36	77	50	
16	-41,17 MLWS	42,25	5	36	82	50	
17	-41,42 MLWS	42,50	5	36	87	50	
18	-41,67 MLWS	42,75	5	36	92	50	
19	-41,92 MLWS	43,00	5	36	97	50	
20	-42,17 MLWS	43,25	5	36	102	50	
21	-42,42 MLWS	43,50	6	36	108	42	
22	-42,67 MLWS	43,75	6	36	114	42	
23	-42,92 MLWS	44,00	8	36	122	31	
24	-43,17 MLWS	44,25	7	36	129	36	
25	-43,42 MLWS	44,50	7	36	136	36	
26	-43,67 MLWS	44,75	7	36	143	36	
27	-43,92 MLWS	45,00	7	36	150	36	
28	-44,17 MLWS	45,25	8	36	158	31	
29	-44,42 MLWS	45,50	8	36	166	31	
30	-44,67 MLWS	45,75	8	36	174	31	
31	-44,92 MLWS	46,00	8	36	182	31	
32	-45,17 MLWS	46,25	10	36	192	25	
33	-45,42 MLWS	46,50	10	36	202	25	
34	-45,67 MLWS	46,75	8	36	210	31	
35	-45,92 MLWS	47,00	10	36	220	25	
36	-46,17 MLWS	47,25	10	36	230	25	
37	-46,42 MLWS	47,50	10	36	240	25	
38	-46,67 MLWS	47,75	14	36	254	18	
39	-46,92 MLWS	48,00	14	36	268	18	
40	-47,17 MLWS	48,25	14	36	282	18	
41	-47,42 MLWS	48,50	16	36	298	16	
42	-47,67 MLWS	48,75	16	36	314	16	
43	-47,92 MLWS	49,00	16	36	330	16	
44	-48,17 MLWS	49,25	14	36	344	18	
45	-48,42 MLWS	49,50	14	36	358	18	
46	-48,67 MLWS	49,75	16	36	374	16	
47	-48,92 MLWS	50,00	16	36	390	16	
48	-49,17 MLWS	50,25	16	36	406	16	
49	-49,42 MLWS	50,50	16	36	422	16	
50	-49,67 MLWS	50,75	18	36	440	14	
51	-49,92 MLWS	51,00	16	36	456	15,6	
52	-50,17 MLWS	51,25	20	36	476	12,5	
53	-50,42 MLWS	51,50	20	36	496	12,5	
54	-50,67 MLWS	51,75	28	36	524	8,9	
55	-50,92 MLWS	52,00	24	36	548	10,4	
56	-51,17 MLWS	52,25	26	36	574	9,6	
57	-51,42 MLWS	52,50	24	36	598	10,4	
58	-51,67 MLWS	52,75	24	36	622	10,4	
59	-51,92 MLWS	53,00	26	36	648	9,6	
60	-52,17 MLWS	53,25	26	36	674	9,6	
61	-52,42 MLWS	53,50	28	36	702	8,9	
62	-52,67 MLWS	53,75	30	36	732	8,3	
63	-52,92 MLWS	54,00	28	36	760	8,9	
64	-53,17 MLWS	54,25	28	36	788	8,9	
65	-53,42 MLWS	54,50	28	553	816	8,9	
66	-53,67 MLWS	54,75	28	53	844	8,9	
67	-53,92 MLWS	55,00	30	53	874	8,3	
68	-54,17 MLWS	55,25	30	53	904	8,3	
69	-54,42 MLWS	55,50	26	58	930	9,6	
70	-54,67 MLWS	55,75	28	58	958	8,9	
71	-54,92 MLWS	56,00	28	58	986	8,9	
72	-55,17 MLWS	56,25	28	58	1.014	8,9	
73	-55,42 MLWS	56,50	28	62	1.042	8,9	
74	-55,67 MLWS	56,75	30	62	1.072	8,3	
75	-55,92 MLWS	57,00	28	65	1.100	8,9	
76	-56,17 MLWS	57,25	32	65	1.132	7,8	
77	-56,42 MLWS	57,50	30	67	1.162	8,3	
78	-56,67 MLWS	57,75	28	70	1.190	8,9	
79	-56,92 MLWS	58,00	28	72	1.218	8,9	
80	-57,17 MLWS	58,25	32	72	1.250	7,8	
81	-57,42 MLWS	58,50	28	72	1.278	8,9	
82	-57,67 MLWS	58,75	28	85	1.306	8,9	
83	-57,92 MLWS	59,00	26	95	1.332	9,6	
84	-58,17 MLWS	59,25	24	100	1.356	10,4	
