N°	Toe Level	Graduation	Blow_Count	Energy(kJ)	Cumulative_blow_Count	Penetration_per_blow(mm/blow)	comments
1	-42,55 MLWS	44,00					
2	-42,80 MLWS	44,25	8	36	8	31	
3	-43,05 MLWS	44,50	8	36	16	31	
4	-43,30 MLWS	44,75	7	36	23	36	
5	-43,55 MLWS	45,00	6	36	29	42	
6	-43,80 MLWS	45,25	6	36	35	42	
7	-44,05 MLWS	45,50	7	36	42	36	
8	-44,30 MLWS	45,75	7	36	49	36	
9	-44,55 MLWS	46,00	7	36	56	36	
10	-44,80 MLWS	46,25	7	36	63	36	
11	-45,05 MLWS	46,50	7	36	70	36	
12	-45,30 MLWS	46,75	8	36	78	31	
13	-45,55 MLWS	47,00	8	36	86	31	
14	-45,80 MLWS	47,25	10	36	96	25	
15	-46,05 MLWS	47,50	10	36	106	25	
16	-46,30 MLWS	47,75	10	36	116	25	
17	-46,55 MLWS	48,00	10	36	126	25	
18	-46,80 MLWS	48,25	10	36	136	25	
19	-47,05 MLWS	48,50	12	36	148	21	
20	-47,30 MLWS	48,75	24	36	172	10	
21	-47,55 MLWS	49,00	26	36	198	10	
22	-47,80 MLWS	49,25	30	36	228	8	
23	-48,05 MLWS	49,50	34	36	262	7	
24	-48,30 MLWS	49,75	34	36	296	7	
25	-48,55 MLWS	50,00	34	36	330	7	
26	-48,80 MLWS	50,25	32	36	362	8	
27	-49,05 MLWS	50,50	36	60	398	7	
28	-49,30 MLWS	50,75	36	60	434	7	
29	-49,55 MLWS	51,00	36	60	470	7	
30	-49,80 MLWS	51,25	30	72	500	8	
31	-50,05 MLWS	51,50	28	72	528	9	
32	-50,30 MLWS	51,75	28	72	556	9	
33	-50,55 MLWS	52,00	34	72	590	7	
34	-50,80 MLWS	52,25	30	72	620	8	
35	-51,05 MLWS	52,50	30	72	650	8	
36	-51,30 MLWS	52,75	28	72	678	9	
37	-51,55 MLWS	53,00	28	72	706	9	
38	-51,80 MLWS	53,25	28	72	734	9	
39	-52,05 MLWS	53,50	28	95	762	9	
40	-52,30 MLWS	53,75	28	100	790	9	
41	-52,55 MLWS	54,00	28	100	818	9	
42	-52,80 MLWS	54,25	28	110	846	9	
43	-53,05 MLWS	54,50	28	110	874	9	
44	-53,30 MLWS	54,75	24	110	898	10	
45	-53,55 MLWS	55,00	22	110	920	11	
46	-53,80 MLWS	55,25	20	110	940	13	
47	-54,05 MLWS	55,50	22	120	962	11	
48	-54,30 MLWS	55,75	22	120	984	11	
49	-54,55 MLWS	56,00	20	95	1.004	13	
50	-54,80 MLWS	56,25	20	95	1.024	13	
51	-55,05 MLWS	56,50	22	95	1.046	11,4	
52	-55,30 MLWS	56,75	24	95	1.070	10,4	
53	-55,55 MLWS	57,00	26	95	1.096	9,6	
54	-55,80 MLWS	57,25	26	95	1.122	9,6	
55	-56,05 MLWS	57,50	22	70	1.144	11,4	
56	-56,30 MLWS	57,75	20	70	1.164	12,5	
57	-56,55 MLWS	58,00	22	70	1.186	11,4	
58	-56,80 MLWS	58,25	22	70	1.208	11,4	
59	-57,05 MLWS	58,50	22	70	1.230	11,4	
60	-57,30 MLWS	58,75	20	70	1.250	12,5	
61	-57,55 MLWS	59,00	20	70	1.270	12,5	
62	-57,80 MLWS	59,25	20	70	1.290	12,5	
63	-58,05 MLWS	59,50	18	70	1.308	13,9	
64	-58,30 MLWS	59,75	20	70	1.328	12,5	
65	-58,55 MLWS	60,00	28	70	1.356	8,9	
66	-58,80 MLWS	60,25	36	70	1.392	6,9	
67	-59,05 MLWS	60,50	30	90	1.422	8,3	
68	-59,30 MLWS	60,75	22	100	1.444	11,4	
69	-59,55 MLWS	61,00	24	110	1.468	10,4	
70	-59,80 MLWS	61,25	30	110	1.498	8,3	
71	-60,05 MLWS	61,50	25	110	1.523	10,0	
72	-60,15 MLWS	61,60	13	110	1.536	7,7	
