N°	Toe Level	Graduation	Blow_Count	Energy(kJ)	Cumulative_blow_Count	Penetration_per_blow(mm/blow)	comments
1	-41,37 MLWS	42,75					
2	-41,62 MLWS	43,00	7	36	7	36	
3	-41,87 MLWS	43,25	7	36	14	36	
4	-42,12 MLWS	43,50	7	36	21	36	
5	-42,37 MLWS	43,75	7	36	28	36	
6	-42,62 MLWS	44,00	7	36	35	36	
7	-42,87 MLWS	44,25	7	36	42	36	
8	-43,12 MLWS	44,50	7	36	49	36	
9	-43,37 MLWS	44,75	7	36	56	36	
10	-43,62 MLWS	45,00	7	36	63	36	
11	-43,87 MLWS	45,25	7	36	70	36	
12	-44,12 MLWS	45,50	9	36	79	28	
13	-44,37 MLWS	45,75	9	36	88	28	
14	-44,62 MLWS	46,00	7	36	95	36	
15	-44,87 MLWS	46,25	7	36	102	36	
16	-45,12 MLWS	46,50	9	36	111	28	
17	-45,37 MLWS	46,75	7	36	118	36	
18	-45,62 MLWS	47,00	9	36	127	28	
19	-45,87 MLWS	47,25	9	36	136	28	
20	-46,12 MLWS	47,50	9	36	145	28	
21	-46,37 MLWS	47,75	9	36	154	28	
22	-46,62 MLWS	48,00	10	36	164	25	
23	-46,87 MLWS	48,25	11	36	175	23	
24	-47,12 MLWS	48,50	12	36	187	21	
25	-47,37 MLWS	48,75	36	36	223	7	
26	-47,62 MLWS	49,00	30	36	253	8	
27	-47,87 MLWS	49,25	24	36	277	10	
28	-48,12 MLWS	49,50	28	36	305	9	
29	-48,37 MLWS	49,75	30	36	335	8	
30	-48,62 MLWS	50,00	30	43	365	8	
31	-48,87 MLWS	50,25	28	51	393	9	
32	-49,12 MLWS	50,50	28	54	421	9	
33	-49,37 MLWS	50,75	28	59	449	9	
34	-49,62 MLWS	51,00	30	63	479	8	
35	-49,87 MLWS	51,25	30	65	509	8	
36	-50,12 MLWS	51,50	36	68	545	7	
37	-50,37 MLWS	51,75	32	68	577	8	
38	-50,62 MLWS	52,00	32	68	609	8	
39	-50,87 MLWS	52,25	34	72	643	7	
40	-51,12 MLWS	52,50	32	90	675	8	
41	-51,37 MLWS	52,75	32	100	707	8	
42	-51,62 MLWS	53,00	28	110	735	9	
43	-51,87 MLWS	53,25	22	110	757	11	
44	-52,12 MLWS	53,50	22	110	779	11	
45	-52,37 MLWS	53,75	22	110	801	11	
46	-52,62 MLWS	54,00	22	110	823	11	
47	-52,87 MLWS	54,25	22	110	845	11	
48	-53,12 MLWS	54,50	22	110	867	11	
49	-53,37 MLWS	54,75	22	110	889	11	
50	-53,62 MLWS	55,00	20	110	909	13	
51	-53,87 MLWS	55,25	22	110	931	11,4	
52	-54,12 MLWS	55,50	22	105	953	11,4	
53	-54,37 MLWS	55,75	22	105	975	11,4	
54	-54,62 MLWS	56,00	22	105	997	11,4	
55	-54,87 MLWS	56,25	24	105	1.021	10,4	
56	-55,12 MLWS	56,50	24	105	1.045	10,4	
57	-55,37 MLWS	56,75	24	105	1.069	10,4	
58	-55,62 MLWS	57,00	28	105	1.097	8,9	
59	-55,87 MLWS	57,25	28	105	1.125	8,9	
60	-56,12 MLWS	57,50	28	115	1.153	8,9	
61	-56,37 MLWS	57,75	26	115	1.179	9,6	
62	-56,62 MLWS	58,00	26	115	1.205	9,6	
63	-56,87 MLWS	58,25	26	120	1.231	9,6	
64	-57,12 MLWS	58,50	26	120	1.257	9,6	
65	-57,37 MLWS	58,75	26	130	1.283	9,6	
66	-57,62 MLWS	59,00	24	130	1.307	10,4	
67	-57,87 MLWS	59,25	24	130	1.331	10,4	
68	-58,12 MLWS	59,50	26	130	1.357	9,6	
69	-58,37 MLWS	59,75	26	130	1.383	9,6	
70	-58,62 MLWS	60,00	24	130	1.407	10,4	
71	-58,87 MLWS	60,25	24	130	1.431	10,4	
72	-59,12 MLWS	60,50	22	130	1.453	11,4	
73	-59,37 MLWS	60,75	24	125	1.477	10,4	
74	-59,62 MLWS	61,00	26	125	1.503	9,6	
75	-59,87 MLWS	61,25	24	125	1.527	10,4	
76	-60,12 MLWS	61,50	24	125	1.551	10,4	
77	-60,37 MLWS	61,75	1.551	-			
78	-60,62 MLWS	62,00	1.551	-			
79	-60,87 MLWS	62,25	1.551	-			
80	-61,12 MLWS	62,50	1.551	-			
81	-61,37 MLWS	62,75	1.551	-			
82	-61,62 MLWS	63,00	1.551	-			
83	-61,87 MLWS	63,25	1.551	-			
84	-62,12 MLWS	63,50	1.551	-			
85	-62,37 MLWS	63,75	1.551	-			
86	-62,62 MLWS	64,00	1.551	-			
87	-62,87 MLWS	64,25	1.551	-			
88	-63,12 MLWS	64,50	1.551	-			
89	-63,37 MLWS	64,75	1.551	-			
90	-63,62 MLWS	65,00	1.551	-			
91	-63,87 MLWS	65,25	1.551	-			
92	-64,12 MLWS	65,50	1.551	-			
93	-64,37 MLWS	65,75	1.551	-			
94	-64,62 MLWS	66,00	1.551	-			
95	-64,87 MLWS	66,25	1.551	-			
96	-65,12 MLWS	66,50	1.551	-			
97	-65,37 MLWS	66,75	1.551	-			
98	-65,62 MLWS	67,00	1.551	-			
99	-65,87 MLWS	67,25	1.551	-			
100	-66,12 MLWS	67,50	1.551	-			
