N°	Toe Level	Graduation	Blow_Count	Energy(kJ)	Cumulative_blow_Count	Penetration_per_blow(mm/blow)	comments
1	-41,80 MLWS	42,75					
2	-42,05 MLWS	43,00	5	36	5	50	
3	-42,30 MLWS	43,25	6	36	11	42	
4	-42,55 MLWS	43,50	6	36	17	42	
5	-42,80 MLWS	43,75	6	36	23	42	
6	-43,05 MLWS	44,00	6	36	29	42	
7	-43,30 MLWS	44,25	6	36	35	42	
8	-43,55 MLWS	44,50	6	36	41	42	
9	-43,80 MLWS	44,75	6	36	47	42	
10	-44,05 MLWS	45,00	6	36	53	42	
11	-44,30 MLWS	45,25	8	36	61	31	
12	-44,55 MLWS	45,50	6	36	67	42	
13	-44,80 MLWS	45,75	7	36	74	36	
14	-45,05 MLWS	46,00	7	36	81	36	
15	-45,30 MLWS	46,25	7	36	88	36	
16	-45,55 MLWS	46,50	9	36	97	28	
17	-45,80 MLWS	46,75	9	36	106	28	
18	-46,05 MLWS	47,00	9	36	115	28	
19	-46,30 MLWS	47,25	8	36	123	31	
20	-46,55 MLWS	47,50	9	36	132	28	
21	-46,80 MLWS	47,75	9	36	141	28	
22	-47,05 MLWS	48,00	9	36	150	28	
23	-47,30 MLWS	48,25	11	36	161	23	
24	-47,55 MLWS	48,50	11	36	172	23	
25	-47,80 MLWS	48,75	11	36	183	23	
26	-48,05 MLWS	49,00	11	36	194	23	
27	-48,30 MLWS	49,25	12	36	206	21	
28	-48,55 MLWS	49,50	12	36	218	21	
29	-48,80 MLWS	49,75	13	36	231	19	
30	-49,05 MLWS	50,00	14	36	245	18	
31	-49,30 MLWS	50,25	13	36	258	19	
32	-49,55 MLWS	50,50	13	36	271	19	
33	-49,80 MLWS	50,75	14	36	285	18	
34	-50,05 MLWS	51,00	16	36	301	16	
35	-50,30 MLWS	51,25	16	36	317	16	
36	-50,55 MLWS	51,50	16	36	333	16	
37	-50,80 MLWS	51,75	18	36	351	14	
38	-51,05 MLWS	52,00	20	36	371	13	
39	-51,30 MLWS	52,25	20	36	391	13	
40	-51,55 MLWS	52,50	23	36	414	11	
41	-51,80 MLWS	52,75	23	36	437	11	
42	-52,05 MLWS	53,00	26	36	463	10	
43	-52,30 MLWS	53,25	26	36	489	10	
44	-52,55 MLWS	53,50	28	36	517	9	
45	-52,80 MLWS	53,75	28	36	545	9	
46	-53,05 MLWS	54,00	27	40	572	9	
47	-53,30 MLWS	54,25	26	42	598	10	
48	-53,55 MLWS	54,50	26	42	624	10	
49	-53,80 MLWS	54,75	25	42	649	10	
50	-54,05 MLWS	55,00	23	46	672	11	
51	-54,30 MLWS	55,25	24	46	696	10,4	
52	-54,55 MLWS	55,50	24	46	720	10,4	
53	-54,80 MLWS	55,75	24	46	744	10,4	
54	-55,05 MLWS	56,00	24	46	768	10,4	
55	-55,30 MLWS	56,25	24	46	792	10,4	
56	-55,55 MLWS	56,50	26	46	818	9,6	
57	-55,80 MLWS	56,75	26	50	844	9,6	
58	-56,05 MLWS	57,00	26	50	870	9,6	
59	-56,30 MLWS	57,25	26	54	896	9,6	
60	-56,55 MLWS	57,50	26	54	922	9,6	
61	-56,80 MLWS	57,75	26	54	948	9,6	
62	-57,05 MLWS	58,00	26	55	974	9,6	
63	-57,30 MLWS	58,25	28	58	1.002	8,9	
64	-57,55 MLWS	58,50	24	58	1.026	10,4	
65	-57,80 MLWS	58,75	21	58	1.047	11,9	
66	-58,05 MLWS	59,00	26	60	1.073	9,6	
67	-58,30 MLWS	59,25	28	65	1.101	8,9	
68	-58,55 MLWS	59,50	27	72	1.128	9,3	
69	-58,80 MLWS	59,75	28	72	1.156	8,9	
70	-59,05 MLWS	60,00	25	72	1.181	10,0	
71	-59,30 MLWS	60,25	36	72	1.217	6,9	
72	-59,55 MLWS	60,50	25	72	1.242	10,0	
73	-59,80 MLWS	60,75	29	90	1.271	8,6	
74	-60,05 MLWS	61,00	29	90	1.300	8,6	
75	-60,30 MLWS	61,25	25	100	1.325	10,0	
76	-60,55 MLWS	61,50	22	100	1.347	11,4	
77	-60,80 MLWS	61,75	18	95	1.365	13,9	
78	-61,05 MLWS	62,00	23	95	1.388	10,9	
79	-61,30 MLWS	62,25	23	95	1.411	10,9	
80	-61,55 MLWS	62,50	27	95	1.438	9,3	
81	-61,80 MLWS	62,75	27	95	1.465	9,3	
82	-62,05 MLWS	63,00	24	100	1.489	10,4	
83	-62,30 MLWS	63,25	29	100	1.518	8,6	
84	-62,55 MLWS	63,50	23	110	1.541	10,9	
85	-62,80 MLWS	63,75	26	115	1.567	9,6	
86	-63,05 MLWS	64,00	26	115	1.593	9,6	
87	-63,30 MLWS	64,25	27	110	1.620	9,3	
88	-63,55 MLWS	64,50	26	115	1.646	9,6	
89	-63,80 MLWS	64,75	28	120	1.674	8,9	
90	-64,05 MLWS	65,00	26	120	1.700	9,6	
91	-64,30 MLWS	65,25	26	125	1.726	9,6	
92	-64,55 MLWS	65,50	25	135	1.751	10,0	
93	-64,80 MLWS	65,75	25	135	1.776	10,0	
94	-65,05 MLWS	66,00	25	135	1.801	10,0	
95	-65,30 MLWS	66,25	27	135	1.828	9,3	
96	-65,55 MLWS	66,50	25	140	1.853	10,0	
97	-65,80 MLWS	66,75	25	145	1.878	10,0	
98	-66,05 MLWS	67,00	26	145	1.904	9,6	
99	-66,30 MLWS	67,25	26	140	1.930	9,6	
100	-66,55 MLWS	67,5	26	150	1.956	9,6	
101	-66,80 MLWS	67,75	27	155	1.983	9,3	
102	-67,05 MLWS	68,00	23	160	2.006	10,9	
103	-67,30 MLWS	68,25	24	150	2.030	10,4	
104	-67,55 MLWS	68,50	27	155	2.057	9,3	
105	-67,80 MLWS	68,75	26	160	2.083	9,6	
106	-68,05 MLWS	69,00	28	160	2.111	8,9	
107	-68,30 MLWS	69,25	26	165	2.137	9,6	
108	-68,55 MLWS	69,50	26	170	2.163	9,6	
109	-68,80 MLWS	69,75	26	175	2.189	9,6	
110	-69,05 MLWS	70,00	24	175	2.213	10,4	
111	-69,30 MLWS	70,25	26	170	2.239	9,6	
112	-69,55 MLWS	70,50	26	175	2.265	9,6	
113	-69,80 MLWS	70,75	25	180	2.290	10,0	
114	-70,05 MLWS	71,00	24	180	2.314	10,4	
115	-70,30 MLWS	71,25	27	175	2.341	9,3	
116	-70,55 MLWS	71,50	25	180	2.366	10,0	
117	-70,80 MLWS	71,75	26	190	2.392	9,6	
118	-71,05 MLWS	72,00	24	190	2.416	10,4	
119	-71,30 MLWS	72,25	26	180	2.442	9,6	
120	-71,55 MLWS	72,50	28	185	2.470	8,9	
121	-71,80 MLWS	72,75	28	185	2.498	8,9	
122	-72,05 MLWS	73,00	24	200	2.522	10,4	
123	-72,30 MLWS	73,25	26	190	2.548	9,6	
124	-72,55 MLWS	73,50	26	195	2.574	9,6	
125	-72,80 MLWS	73,75	29	190	2.603	8,6	
126	-73,05 MLWS	74,00	26	195	2.629	9,6	
127	-73,30 MLWS	74,25	25	200	2.654	10,0	
128	-73,55 MLWS	74,50	25	200	2.679	10,0	
129	-73,80 MLWS	74,75	28	210	2.707	8,9	
130	-74,05 MLWS	75,00	23	210	2.730	10,9	
131	-74,30 MLWS	75,25	24	200	2.754	10,4	
132	-74,55 MLWS	75,50	28	205	2.782	8,9	
133	-74,80 MLWS	75,75	26	210	2.808	9,6	
134	-75,05 MLWS	76,00	26	210	2.834	9,6	
135	-75,30 MLWS	76,25	29	215	2.863	8,6	
136	-75,55 MLWS	76,50	29	215	2.892	8,6	
137	-75,80 MLWS	76,75	28	225	2.920	8,9	
138	-76,05 MLWS	77,00	29	225	2.949	8,6	
139	-76,30 MLWS	77,25	28	230	2.977	8,9	
140	-76,55 MLWS	77,50	28	240	3.005	8,9	
