N°	Toe Level	Graduation	Blow_Count	Energy(kJ)	Cumulative_blow_Count	Penetration_per_blow(mm/blow)	comments
1	-35,97 MLWS	37,25					
2	-36,22 MLWS	37,50	12	36	12	21	
3	-36,47 MLWS	37,75	26	36	38	10	
4	-36,72 MLWS	38,00	11	36	49	23	
5	-36,97 MLWS	38,25	6	36	55	42	
6	-37,22 MLWS	38,50	6	36	61	42	
7	-37,47 MLWS	38,75	6	36	67	42	
8	-37,72 MLWS	39,00	6	36	73	42	
9	-37,97 MLWS	39,25	6	36	79	42	
10	-38,22 MLWS	39,50	5	36	84	50	
11	-38,47 MLWS	39,75	5	36	89	50	
12	-38,72 MLWS	40,00	6	36	95	42	
13	-38,97 MLWS	40,25	6	36	101	42	
14	-39,22 MLWS	40,50	5	36	106	50	
15	-39,47 MLWS	40,75	5	36	111	50	
16	-39,72 MLWS	41,00	7	36	118	36	
17	-39,97 MLWS	41,25	7	36	125	36	
18	-40,22 MLWS	41,50	6	36	131	42	
19	-40,47 MLWS	41,75	6	36	137	42	
20	-40,72 MLWS	42,00	6	36	143	42	
21	-40,97 MLWS	42,25	7	36	150	36	
22	-41,22 MLWS	42,50	7	36	157	36	
23	-41,47 MLWS	42,75	7	36	164	36	
24	-41,72 MLWS	43,00	7	36	171	36	
25	-41,97 MLWS	43,25	8	36	179	31	
26	-42,22 MLWS	43,50	8	36	187	31	
27	-42,47 MLWS	43,75	8	36	195	31	
28	-42,72 MLWS	44,00	8	36	203	31	
29	-42,97 MLWS	44,25	9	36	212	28	
30	-43,22 MLWS	44,50	9	36	221	28	
31	-43,47 MLWS	44,75	9	36	230	28	
32	-43,72 MLWS	45,00	10	36	240	25	
33	-43,97 MLWS	45,25	11	36	251	23	
34	-44,22 MLWS	45,50	11	36	262	23	
35	-44,47 MLWS	45,75	11	36	273	23	
36	-44,72 MLWS	46,00	10	36	283	25	
37	-44,97 MLWS	46,25	11	36	294	23	
38	-45,22 MLWS	46,50	15	36	309	17	
39	-45,47 MLWS	46,75	15	36	324	17	
40	-45,72 MLWS	47,00	15	36	339	17	
41	-45,97 MLWS	47,25	15	36	354	17	
42	-46,22 MLWS	47,50	16	36	370	16	
43	-46,47 MLWS	47,75	16	36	386	16	
44	-46,72 MLWS	48,00	16	36	402	16	
45	-46,97 MLWS	48,25	16	36	418	16	
46	-47,22 MLWS	48,50	19	36	437	13	
47	-47,47 MLWS	48,75	17	36	454	15	
48	-47,72 MLWS	49,00	17	36	471	15	
49	-47,97 MLWS	49,25	18	36	489	14	
50	-48,22 MLWS	49,50	19	36	508	13	
51	-48,47 MLWS	49,75	19	36	527	13,2	
52	-48,72 MLWS	50,00	19	36	546	13,2	
53	-48,97 MLWS	50,25	19	36	565	13,2	
54	-49,22 MLWS	50,50	22	36	587	11,4	
55	-49,47 MLWS	50,75	21	36	608	11,9	
56	-49,72 MLWS	51,00	22	36	630	11,4	
57	-49,97 MLWS	51,25	23	36	653	10,9	
58	-50,22 MLWS	51,50	23	36	676	10,9	
59	-50,47 MLWS	51,75	25	36	701	10,0	
60	-50,72 MLWS	52,00	25	36	726	10,0	
61	-50,97 MLWS	52,25	23	47	749	10,9	
