N°	Toe Level	Graduation	Blow_Count	Energy(kJ)	Cumulative_blow_Count	Penetration_per_blow(mm/blow)	comments
1	-36,08 MLWS	37,00					
2	-36,33 MLWS	37,25	6	36	6	42	
3	-36,58 MLWS	37,50	6	36	12	42	
4	-36,83 MLWS	37,75	6	36	18	42	
5	-37,08 MLWS	38,00	6	36	24	42	
6	-37,33 MLWS	38,25	6	36	30	42	
7	-37,58 MLWS	38,50	6	36	36	42	
8	-37,83 MLWS	38,75	6	36	42	42	
9	-38,08 MLWS	39,00	6	36	48	42	
10	-38,33 MLWS	39,25	6	36	54	42	
11	-38,58 MLWS	39,50	6	36	60	42	
12	-38,83 MLWS	39,75	6	36	66	42	
13	-39,08 MLWS	40,00	6	36	72	42	
14	-39,33 MLWS	40,25	6	36	78	42	
15	-39,58 MLWS	40,50	6	36	84	42	
16	-39,83 MLWS	40,75	6	36	90	42	
17	-40,08 MLWS	41,00	7	36	97	36	
18	-40,33 MLWS	41,25	7	36	104	36	
19	-40,58 MLWS	41,50	7	36	111	36	
20	-40,83 MLWS	41,75	7	36	118	36	
21	-41,08 MLWS	42,00	7	36	125	36	
22	-41,33 MLWS	42,25	7	36	132	36	
23	-41,58 MLWS	42,50	7	36	139	36	
24	-41,83 MLWS	42,75	7	36	146	36	
25	-42,08 MLWS	43,00	7	36	153	36	
26	-42,33 MLWS	43,25	7	36	160	36	
27	-42,58 MLWS	43,50	7	36	167	36	
28	-42,83 MLWS	43,75	7	36	174	36	
29	-43,08 MLWS	44,00	8	36	182	31	
30	-43,33 MLWS	44,25	8	36	190	31	
31	-43,58 MLWS	44,50	8	36	198	31	
32	-43,83 MLWS	44,75	8	36	206	31	
33	-44,08 MLWS	45,00	8	36	214	31	
34	-44,33 MLWS	45,25	8	36	222	31	
35	-44,58 MLWS	45,50	8	36	230	31	
36	-44,83 MLWS	45,75	11	36	241	23	
37	-45,08 MLWS	46,00	11	36	252	23	
38	-45,33 MLWS	46,25	11	36	263	23	
39	-45,58 MLWS	46,50	11	36	274	23	
40	-45,83 MLWS	46,75	11	36	285	23	
41	-46,08 MLWS	47,00	11	36	296	23	
42	-46,33 MLWS	47,25	11	36	307	23	
43	-46,58 MLWS	47,50	13	36	320	19	
44	-46,83 MLWS	47,75	13	36	333	19	
45	-47,08 MLWS	48,00	14	36	347	18	
46	-47,33 MLWS	48,25	14	36	361	18	
47	-47,58 MLWS	48,50	14	36	375	18	
48	-47,83 MLWS	48,75	14	36	389	18	
49	-48,08 MLWS	49,00	14	36	403	18	
50	-48,33 MLWS	49,25	15	36	418	17	
51	-48,58 MLWS	49,50	15	36	433	16,7	
52	-48,83 MLWS	49,75	15	36	448	16,7	
53	-49,08 MLWS	50,00	20	36	468	12,5	
54	-49,33 MLWS	50,25	20	36	488	12,5	
55	-49,58 MLWS	50,50	20	36	508	12,5	
56	-49,83 MLWS	50,75	20	36	528	12,5	
57	-50,08 MLWS	51,00	20	36	548	12,5	
58	-50,33 MLWS	51,25	20	36	568	12,5	
59	-50,58 MLWS	51,50	20	36	588	12,5	
60	-50,83 MLWS	51,75	20	40	608	12,5	
61	-51,08 MLWS	52,00	20	40	628	12,5	
62	-51,33 MLWS	52,25	20	40	648	12,5	
63	-51,58 MLWS	52,50	20	40	668	12,5	
64	-51,83 MLWS	52,75	20	50	688	12,5	
65	-52,08 MLWS	53,00	20	50	708	12,5	
66	-52,33 MLWS	53,25	22	50	730	11,4	
67	-52,58 MLWS	53,50	22	50	752	11,4	
68	-52,83 MLWS	53,75	22	50	774	11,4	
69	-53,08 MLWS	54,00	22	50	796	11,4	
70	-53,33 MLWS	54,25	24	50	820	10,4	
71	-53,58 MLWS	54,50	24	50	844	10,4	
72	-53,83 MLWS	54,75	24	60	868	10,4	
73	-54,08 MLWS	55,00	24	60	892	10,4	
74	-54,33 MLWS	55,25	26	60	918	9,6	
75	-54,58 MLWS	55,50	26	60	944	9,6	
76	-54,83 MLWS	55,75	26	60	970	9,6	
77	-55,08 MLWS	56,00	26	70	996	9,6	
78	-55,33 MLWS	56,25	25	75	1.021	10,0	
79	-55,58 MLWS	56,50	25	75	1.046	10,0	
80	-55,83 MLWS	56,75	25	75	1.071	10,0	
81	-56,08 MLWS	57,00	25	75	1.096	10,0	
82	-56,33 MLWS	57,25	25	75	1.121	10,0	
83	-56,58 MLWS	57,50	25	75	1.146	10,0	
84	-56,83 MLWS	57,75	25	80	1.171	10,0	
85	-57,08 MLWS	58,00	26	80	1.197	9,6	
86	-57,33 MLWS	58,25	26	80	1.223	9,6	
87	-57,58 MLWS	58,50	26	80	1.249	9,6	
88	-57,83 MLWS	58,75	26	80	1.275	9,6	
89	-58,08 MLWS	59,00	26	80	1.301	9,6	
90	-58,33 MLWS	59,25	26	80	1.327	9,6	
91	-58,58 MLWS	59,50	26	80	1.353	9,6	
92	-58,83 MLWS	59,75	26	80	1.379	9,6	
93	-59,08 MLWS	60,00	28	80	1.407	8,9	
94	-59,33 MLWS	60,25	28	80	1.435	8,9	
95	-59,58 MLWS	60,50	28	100	1.463	8,9	
96	-59,83 MLWS	60,75	28	100	1.491	8,9	
97	-60,08 MLWS	61,00	28	100	1.519	8,9	
98	-60,33 MLWS	61,25	28	100	1.547	8,9	
99	-60,58 MLWS	61,50	28	100	1.575	8,9	
100	-60,83 MLWS	61,75	27	100	1.602	9,3	
101	-61,08 MLWS	62,00	27	120	1.629	9,3	
102	-61,33 MLWS	62,25	27	120	9,3	1.656	
103	-61,58 MLWS	62,50	27	120	9,3	1.683	
104	-61,83 MLWS	62,75	27	120	9,3	1.710	
105	-62,08 MLWS	63,00	27	120	9,3	1.737	
106	-62,33 MLWS	63,25	27	120	9,3	1.764	
107	-62,58 MLWS	63,50	27	120	9,3	1.791	
108	-62,83 MLWS	63,75	27	120	9,3	1.818	
109	-63,08 MLWS	64,00	28	130	8,9	1.846	
110	-63,33 MLWS	64,25	28	130	8,9	1.874	
111	-63,58 MLWS	64,50	28	140	8,9	1.902	
112	-63,83 MLWS	64,75	28	140	8,9	1.930	
113	-64,08 MLWS	65,00	28	140	8,9	1.958	
114	-64,33 MLWS	65,25	28	140	1.986	8,9	
115	-64,58 MLWS	65,50	28	140	8,9	2.014	
116	-64,83 MLWS	65,75	28	140	8,9	2.042	
117	-65,08 MLWS	66,00	28	140	8,9	2.070	
118	-65,33 MLWS	66,25	28	150	8,9	2.098	
119	-65,58 MLWS	66,50	28	150	8,9	2.126	
120	-65,83 MLWS	66,75	28	150	8,9	2.154	
121	-66,08 MLWS	67,00	25	150	10,0	2.179	
122	-66,33 MLWS	67,25	25	150	10,0	2.204	
123	-66,58 MLWS	67,50	25	150	10,0	2.229	
124	-66,83 MLWS	67,75	25	150	10,0	2.254	
125	-67,08 MLWS	68,00	25	150	2.279	10,0	
126	-67,33 MLWS	68,25	25	160	2.304	10,0	
127	-67,58 MLWS	68,50	25	170	2.329	10,0	
128	-67,83 MLWS	68,75	25	180	2.354	10,0	
129	-68,08 MLWS	69,00	25	180	2.379	10,0	
130	-68,33 MLWS	69,25	25	190	2.404	10,0	
131	-68,58 MLWS	69,50	25	190	2.429	10,0	
132	-68,83 MLWS	69,75	25	190	2.454	10,0	
133	-69,08 MLWS	70,00	25	190	2.479	10,0	
134	-69,33 MLWS	70,25	9	190	2.488	27,8	
