N°	Toe Level	Graduation	Blow_Count	Energy(kJ)	Cumulative_blow_Count	Penetration_per_blow(mm/blow)	comments
1	-37,97 MLWS	39,25					
2	-38,22 MLWS	39,50	16	36	16	16	
3	-38,47 MLWS	39,75	8	36	24	31	
4	-38,72 MLWS	40,00	6	36	30	42	
5	-38,97 MLWS	40,25	6	36	36	42	
6	-39,22 MLWS	40,50	7	36	43	36	
7	-39,47 MLWS	40,75	7	36	50	36	
8	-39,72 MLWS	41,00	7	36	57	36	
9	-39,97 MLWS	41,25	6	36	63	42	
10	-40,22 MLWS	41,50	6	36	69	42	
11	-40,47 MLWS	41,75	6	36	75	42	
12	-40,72 MLWS	42,00	6	36	81	42	
13	-40,97 MLWS	42,25	6	36	87	42	
14	-41,22 MLWS	42,50	6	36	93	42	
15	-41,47 MLWS	42,75	6	36	99	42	
16	-41,72 MLWS	43,00	8	36	107	31	
17	-41,97 MLWS	43,25	8	36	115	31	
18	-42,22 MLWS	43,50	8	36	123	31	
19	-42,47 MLWS	43,75	7	36	130	36	
20	-42,72 MLWS	44,00	7	36	137	36	
21	-42,97 MLWS	44,25	7	36	144	36	
22	-43,22 MLWS	44,50	7	36	151	36	
23	-43,47 MLWS	44,75	8	36	159	31	
24	-43,72 MLWS	45,00	8	36	167	31	
25	-43,97 MLWS	45,25	8	36	175	31	
26	-44,22 MLWS	45,50	8	36	183	31	
27	-44,47 MLWS	45,75	8	36	191	31	
28	-44,72 MLWS	46,00	8	36	199	31	
29	-44,97 MLWS	46,25	8	36	207	31	
30	-45,22 MLWS	46,50	8	36	215	31	
31	-45,47 MLWS	46,75	8	36	223	31	
32	-45,72 MLWS	47,00	8	36	231	31	
33	-45,97 MLWS	47,25	10	36	241	25	
34	-46,22 MLWS	47,50	10	36	251	25	
35	-46,47 MLWS	47,75	10	36	261	25	
36	-46,72 MLWS	48,00	10	36	271	25	
37	-46,97 MLWS	48,25	10	36	281	25	
38	-47,22 MLWS	48,50	12	36	293	21	
39	-47,47 MLWS	48,75	12	36	305	21	
40	-47,72 MLWS	49,00	12	36	317	21	
41	-47,97 MLWS	49,25	14	36	331	18	
