N°	Toe Level	Graduation	Blow_Count	Energy(kJ)	Cumulative_blow_Count	Penetration_per_blow(mm/blow)	comments
1	-34,92 MLWS	36,00					
2	-35,17 MLWS	36,25	5	36	5	50	
3	-35,42 MLWS	36,50	6	36	11	42	
4	-35,67 MLWS	36,75	6	36	17	42	
5	-35,92 MLWS	37,00	6	36	23	42	
6	-36,17 MLWS	37,25	6	36	29	42	
7	-36,42 MLWS	37,50	6	36	35	42	
8	-36,67 MLWS	37,75	6	36	41	42	
9	-36,92 MLWS	38,00	6	36	47	42	
10	-37,17 MLWS	38,25	6	36	53	42	
11	-37,42 MLWS	38,50	6	36	59	42	
12	-37,67 MLWS	38,75	5	36	64	50	
13	-37,92 MLWS	39,00	5	36	69	50	
14	-38,17 MLWS	39,25	5	36	74	50	
15	-38,42 MLWS	39,50	5	36	79	50	
16	-38,67 MLWS	39,75	5	36	84	50	
17	-38,92 MLWS	40,00	5	36	89	50	
18	-39,17 MLWS	40,25	5	36	94	50	
19	-39,42 MLWS	40,50	5	36	99	50	
20	-39,67 MLWS	40,75	5	36	104	50	
21	-39,92 MLWS	41,00	5	36	109	50	
22	-40,17 MLWS	41,25	5	36	114	50	
23	-40,42 MLWS	41,50	5	36	119	50	
24	-40,67 MLWS	41,75	5	36	124	50	
25	-40,92 MLWS	42,00	5	36	129	50	
26	-41,17 MLWS	42,25	5	36	134	50	
27	-41,42 MLWS	42,50	5	36	139	50	
28	-41,67 MLWS	42,75	5	36	144	50	
29	-41,92 MLWS	43,00	5	36	149	50	
30	-42,17 MLWS	43,25	5	36	154	50	
31	-42,42 MLWS	43,50	5	36	159	50	
32	-42,67 MLWS	43,75	8	36	167	31	
33	-42,92 MLWS	44,00	8	36	175	31	
34	-43,17 MLWS	44,25	7	36	182	36	
35	-43,42 MLWS	44,50	7	36	189	36	
36	-43,67 MLWS	44,75	7	36	196	36	
37	-43,92 MLWS	45,00	7	36	203	36	
38	-44,17 MLWS	45,25	8	36	211	31	
39	-44,42 MLWS	45,50	8	36	219	31	
40	-44,67 MLWS	45,75	8	36	227	31	
41	-44,92 MLWS	46,00	10	36	237	25	
42	-45,17 MLWS	46,25	10	36	247	25	
43	-45,42 MLWS	46,50	10	36	257	25	
44	-45,67 MLWS	46,75	10	36	267	25	
45	-45,92 MLWS	47,00	10	36	277	25	
46	-46,17 MLWS	47,25	14	36	291	18	
47	-46,42 MLWS	47,50	14	36	305	18	
48	-46,67 MLWS	47,75	14	36	319	18	
49	-46,92 MLWS	48,00	16	36	335	16	
50	-47,17 MLWS	48,25	16	36	351	16	
51	-47,42 MLWS	48,50	16	36	367	15,6	
52	-47,67 MLWS	48,75	16	36	383	15,6	
53	-47,92 MLWS	49,00	16	36	399	15,6	
54	-48,17 MLWS	49,25	16	36	415	15,6	
55	-48,42 MLWS	49,50	15	36	430	16,7	
56	-48,67 MLWS	49,75	15	36	445	16,7	
57	-48,92 MLWS	50,00	15	36	460	16,7	
58	-49,17 MLWS	50,25	18	36	478	13,9	
59	-49,42 MLWS	50,50	18	36	496	13,9	
60	-49,67 MLWS	50,75	18	36	514	13,9	
61	-49,92 MLWS	51,00	16	36	530	15,6	
62	-50,17 MLWS	51,25	20	36	550	12,5	
63	-50,42 MLWS	51,50	22	36	572	11,4	
64	-50,67 MLWS	51,75	22	36	594	11,4	
65	-50,92 MLWS	52,00	22	36	616	11,4	
66	-51,17 MLWS	52,25	26	36	642	9,6	
67	-51,42 MLWS	52,50	26	36	668	9,6	
68	-51,67 MLWS	52,75	26	36	694	9,6	
69	-51,92 MLWS	53,00	26	41	720	9,6	
70	-52,17 MLWS	53,25	26	41	746	9,6	
71	-52,42 MLWS	53,50	30	41	776	8,3	
72	-52,67 MLWS	53,75	26	47	802	9,6	
73	-52,92 MLWS	54,00	26	47	828	9,6	
74	-53,17 MLWS	54,25	28	47	856	8,9	
75	-53,42 MLWS	54,50	30	51	886	8,3	
76	-53,67 MLWS	54,75	30	51	916	8,3	
77	-53,92 MLWS	55,00	28	58	944	8,9	
78	-54,17 MLWS	55,25	28	58	972	8,9	
79	-54,42 MLWS	55,50	28	60	1.000	8,9	
80	-54,67 MLWS	55,75	28	60	1.028	8,9	
81	-54,92 MLWS	56,00	26	60	1.054	9,6	
82	-55,17 MLWS	56,25	28	60	1.082	8,9	
83	-55,42 MLWS	56,50	28	60	1.110	8,9	
84	-55,67 MLWS	56,75	30	60	1.140	8,3	
85	-55,92 MLWS	57,00	32	65	1.172	7,8	
