N°	Toe Level	Graduation	Blow_Count	Energy(kJ)	Cumulative_blow_Count	Penetration_per_blow(mm/blow)	comments
1	-36,72 MLWS	37,75					
2	-36,97 MLWS	38,00	5	36	5	50	
3	-37,22 MLWS	38,25	9	36	14	28	
4	-37,47 MLWS	38,50	9	36	23	28	
5	-37,72 MLWS	38,75	8	36	31	31	
6	-37,97 MLWS	39,00	8	36	39	31	
7	-38,22 MLWS	39,25	8	36	47	31	
8	-38,47 MLWS	39,50	8	36	55	31	
9	-38,72 MLWS	39,75	8	36	63	31	
10	-38,97 MLWS	40,00	7	36	70	36	
11	-39,22 MLWS	40,25	7	36	77	36	
12	-39,47 MLWS	40,50	7	36	84	36	
13	-39,72 MLWS	40,75	6	36	90	42	
14	-39,97 MLWS	41,00	8	36	98	31	
15	-40,22 MLWS	41,25	8	36	106	31	
16	-40,47 MLWS	41,50	7	36	113	36	
17	-40,72 MLWS	41,75	7	36	120	36	
18	-40,97 MLWS	42,00	7	36	127	36	
19	-41,22 MLWS	42,25	8	36	135	31	
20	-41,47 MLWS	42,50	8	36	143	31	
21	-41,72 MLWS	42,75	8	36	151	31	
22	-41,97 MLWS	43,00	9	36	160	28	
23	-42,22 MLWS	43,25	8	36	168	31	
24	-42,47 MLWS	43,50	8	36	176	31	
25	-42,72 MLWS	43,75	10	36	186	25	
26	-42,97 MLWS	44,00	10	36	196	25	
27	-43,22 MLWS	44,25	10	36	206	25	
28	-43,47 MLWS	44,50	11	36	217	23	
29	-43,72 MLWS	44,75	11	36	228	23	
30	-43,97 MLWS	45,00	12	36	240	21	
31	-44,22 MLWS	45,25	12	36	252	21	
32	-44,47 MLWS	45,50	14	36	266	18	
33	-44,72 MLWS	45,75	14	36	280	18	
34	-44,97 MLWS	46,00	13	36	293	19	
35	-45,22 MLWS	46,25	14	36	307	18	
36	-45,47 MLWS	46,50	16	36	323	16	
37	-45,72 MLWS	46,75	16	36	339	16	
38	-45,97 MLWS	47,00	20	36	359	13	
39	-46,22 MLWS	47,25	20	36	379	13	
40	-46,47 MLWS	47,50	20	36	399	13	
41	-46,72 MLWS	47,75	20	36	419	13	
42	-46,97 MLWS	48,00	20	36	439	13	
43	-47,22 MLWS	48,25	20	36	459	13	
44	-47,47 MLWS	48,50	22	36	481	11	
45	-47,72 MLWS	48,75	22	36	503	11	
46	-47,97 MLWS	49,00	22	36	525	11	
47	-48,22 MLWS	49,25	24	36	549	10	
48	-48,47 MLWS	49,50	24	36	573	10	
49	-48,72 MLWS	49,75	24	36	597	10	
50	-48,97 MLWS	50,00	22	36	619	11	
51	-49,22 MLWS	50,25	24	36	643	10,4	
52	-49,47 MLWS	50,50	22	36	665	11,4	
53	-49,72 MLWS	50,75	22	36	687	11,4	
54	-49,97 MLWS	51,00	22	36	709	11,4	
55	-50,22 MLWS	51,25	22	36	731	11,4	
56	-50,47 MLWS	51,50	24	36	755	10,4	
57	-50,72 MLWS	51,75	22	36	777	11,4	
58	-50,97 MLWS	52,00	24	36	801	10,4	
59	-51,22 MLWS	52,25	24	36	825	10,4	
60	-51,47 MLWS	52,50	28	36	853	8,9	
61	-51,72 MLWS	52,75	28	36	881	8,9	
62	-51,97 MLWS	53,00	28	36	909	8,9	
63	-52,22 MLWS	53,25	28	36	937	8,9	
64	-52,47 MLWS	53,50	30	36	967	8,3	
65	-52,72 MLWS	53,75	28	40	995	8,9	
66	-52,97 MLWS	54,00	28	40	1.023	8,9	
67	-53,22 MLWS	54,25	28	40	1.051	8,9	
68	-53,47 MLWS	54,50	30	40	1.081	8,3	
69	-53,72 MLWS	54,75	28	40	1.109	8,9	
70	-53,97 MLWS	55,00	30	40	1.139	8,3	
71	-54,22 MLWS	55,25	28	40	1.167	8,9	
72	-54,47 MLWS	55,50	28	40	1.195	8,9	
73	-54,72 MLWS	55,75	28	60	1.223	8,9	
74	-54,97 MLWS	56,00	28	60	1.251	8,9	
75	-55,22 MLWS	56,25	28	60	1.279	8,9	
76	-55,47 MLWS	56,50	28	60	1.307	8,9	
77	-55,72 MLWS	56,75	26	60	1.333	9,6	
78	-55,97 MLWS	57,00	28	72	1.361	8,9	
79	-56,22 MLWS	57,25	26	72	1.387	9,6	
80	-56,47 MLWS	57,50	28	72	1.415	8,9	
81	-56,72 MLWS	57,75	24	72	1.439	10,4	
82	-56,97 MLWS	58,00	26	72	1.465	9,6	
83	-57,22 MLWS	58,25	28	72	1.493	8,9	
84	-57,47 MLWS	58,50	34	72	1.527	7,4	
85	-57,72 MLWS	58,75	30	72	1.557	8,3	
86	-57,97 MLWS	59,00	30	90	1.587	8,3	
87	-58,22 MLWS	59,25	28	90	1.615	8,9	
88	-58,47 MLWS	59,50	28	90	1.643	8,9	
89	-58,72 MLWS	59,75	26	90	1.669	9,6	
90	-58,97 MLWS	60,00	26	100	1.695	9,6	
91	-59,22 MLWS	60,25	26	100	1.721	9,6	
92	-59,47 MLWS	60,50	28	100	1.749	8,9	
93	-59,72 MLWS	60,75	28	100	1.777	8,9	
94	-59,97 MLWS	61,00	28	100	1.805	8,9	
95	-60,22 MLWS	61,25	28	100	1.833	8,9	
96	-60,47 MLWS	61,50	28	100	1.861	8,9	
97	-60,72 MLWS	61,75	28	100	1.889	8,9	
98	-60,97 MLWS	62,00	28	120	1.917	8,9	
99	-61,22 MLWS	62,25	28	120	1.945	8,9	
100	-61,47 MLWS	62,50	28	130	1.973	8,9	
101	-61,72 MLWS	62,75	26	130	1.999	9,6	
102	-61,97 MLWS	63,00	26	130	2.025	9,6	
