N°	Toe Level	Graduation	Blow_Count	Energy(kJ)	Cumulative_blow_Count	Penetration_per_blow(mm/blow)	comments
1	-36,84 MLWS	38,25					
2	-37,09 MLWS	38,50	3	36	3	83	
3	-37,34 MLWS	38,75	6	36	9	42	
4	-37,59 MLWS	39,00	6	36	15	42	
5	-37,84 MLWS	39,25	6	36	21	42	
6	-38,09 MLWS	39,50	6	36	27	42	
7	-38,34 MLWS	39,75	6	36	33	42	
8	-38,59 MLWS	40,00	6	36	39	42	
9	-38,84 MLWS	40,25	6	36	45	42	
10	-39,09 MLWS	40,50	6	36	51	42	
11	-39,34 MLWS	40,75	6	36	57	42	
12	-39,59 MLWS	41,00	5	36	62	50	
13	-39,84 MLWS	41,25	5	36	67	50	
14	-40,09 MLWS	41,50	5	36	72	50	
15	-40,34 MLWS	41,75	5	36	77	50	
16	-40,59 MLWS	42,00	6	36	83	42	
17	-40,84 MLWS	42,25	6	36	89	42	
18	-41,09 MLWS	42,50	6	36	95	42	
19	-41,34 MLWS	42,75	6	36	101	42	
20	-41,59 MLWS	43,00	6	36	107	42	
21	-41,84 MLWS	43,25	6	36	113	42	
22	-42,09 MLWS	43,50	8	36	121	31	
23	-42,34 MLWS	43,75	8	36	129	31	
24	-42,59 MLWS	44,00	8	36	137	31	
25	-42,84 MLWS	44,25	8	36	145	31	
26	-43,09 MLWS	44,50	8	36	153	31	
27	-43,34 MLWS	44,75	8	36	161	31	
28	-43,59 MLWS	45,00	8	36	169	31	
29	-43,84 MLWS	45,25	8	36	177	31	
30	-44,09 MLWS	45,50	9	36	186	28	
31	-44,34 MLWS	45,75	9	36	195	28	
32	-44,59 MLWS	46,00	9	36	204	28	
33	-44,84 MLWS	46,25	9	36	213	28	
34	-45,09 MLWS	46,50	9	36	222	28	
35	-45,34 MLWS	46,75	10	36	232	25	
36	-45,59 MLWS	47,00	10	36	242	25	
37	-45,84 MLWS	47,25	10	36	252	25	
38	-46,09 MLWS	47,50	10	36	262	25	
39	-46,34 MLWS	47,75	10	36	272	25	
40	-46,59 MLWS	48,00	14	36	286	18	
41	-46,84 MLWS	48,25	14	36	300	18	
42	-47,09 MLWS	48,50	14	36	314	18	
43	-47,34 MLWS	48,75	14	36	328	18	
44	-47,59 MLWS	49,00	14	36	342	18	
45	-47,84 MLWS	49,25	14	36	356	18	
46	-48,09 MLWS	49,50	14	36	370	18	
47	-48,34 MLWS	49,75	14	36	384	18	
48	-48,59 MLWS	50,00	14	36	398	18	
49	-48,84 MLWS	50,25	14	36	412	18	
50	-49,09 MLWS	50,50	14	36	426	18	
51	-49,34 MLWS	50,75	16	36	442	15,6	
52	-49,59 MLWS	51,00	16	36	458	15,6	
53	-49,84 MLWS	51,25	16	36	474	15,6	
