N°	Toe Level	Graduation	Blow_Count	Energy(kJ)	Cumulative_blow_Count	Penetration_per_blow(mm/blow)	comments
1	-40,43 MLWS	41,75					
2	-40,68 MLWS	42,00	5	36	5	50	
3	-40,93 MLWS	42,25	7	36	12	36	
4	-41,18 MLWS	42,50	7	36	19	36	
5	-41,43 MLWS	42,75	7	36	26	36	
6	-41,68 MLWS	43,00	7	36	33	36	
7	-41,93 MLWS	43,25	7	36	40	36	
8	-42,18 MLWS	43,50	7	36	47	36	
9	-42,43 MLWS	43,75	7	36	54	36	
10	-42,68 MLWS	44,00	8	36	62	31	
11	-42,93 MLWS	44,25	9	36	71	28	
12	-43,18 MLWS	44,50	9	36	80	28	
13	-43,43 MLWS	44,75	9	36	89	28	
14	-43,68 MLWS	45,00	9	36	98	28	
15	-43,93 MLWS	45,25	10	36	108	25	
16	-44,18 MLWS	45,50	9	36	117	28	
17	-44,43 MLWS	45,75	10	36	127	25	
18	-44,68 MLWS	46,00	10	36	137	25	
19	-44,93 MLWS	46,25	10	36	147	25	
20	-45,18 MLWS	46,50	10	36	157	25	
21	-45,43 MLWS	46,75	12	36	169	21	
22	-45,68 MLWS	47,00	12	36	181	21	
23	-45,93 MLWS	47,25	12	36	193	21	
24	-46,18 MLWS	47,50	14	36	207	18	
25	-46,43 MLWS	47,75	14	36	221	18	
26	-46,68 MLWS	48,00	14	36	235	18	
27	-46,93 MLWS	48,25	14	36	249	18	
28	-47,18 MLWS	48,50	18	36	267	14	
29	-47,43 MLWS	48,75	18	36	285	14	
30	-47,68 MLWS	49,00	18	36	303	14	
31	-47,93 MLWS	49,25	16	36	319	16	
32	-48,18 MLWS	49,50	16	36	335	16	
33	-48,43 MLWS	49,75	16	36	351	16	
34	-48,68 MLWS	50,00	18	36	369	14	
35	-48,93 MLWS	50,25	18	36	387	14	
36	-49,18 MLWS	50,50	20	36	407	13	
37	-49,43 MLWS	50,75	26	36	433	10	
38	-49,68 MLWS	51,00	25	36	458	10	
39	-49,93 MLWS	51,25	28	36	486	9	
40	-50,18 MLWS	51,50	28	36	514	9	
41	-50,43 MLWS	51,75	28	44	542	9	
42	-50,68 MLWS	52,00	26	44	568	10	
43	-50,93 MLWS	52,25	25	48	593	10	
44	-51,18 MLWS	52,50	25	48	618	10	
45	-51,43 MLWS	52,75	26	50	644	10	
46	-51,68 MLWS	53,00	26	50	670	10	
47	-51,93 MLWS	53,25	26	60	696	10	
48	-52,18 MLWS	53,50	32	60	728	8	
49	-52,43 MLWS	53,75	27	60	755	9	
50	-52,68 MLWS	54,00	27	72	782	9	
51	-52,93 MLWS	54,25	20	72	802	12,5	
52	-53,18 MLWS	54,50	20	72	822	12,5	
53	-53,43 MLWS	54,75	20	72	842	12,5	
54	-53,68 MLWS	55,00	21	72	863	11,9	
55	-53,93 MLWS	55,25	21	72	884	11,9	
56	-54,18 MLWS	55,50	21	72	905	11,9	
57	-54,43 MLWS	55,75	21	72	926	11,9	
58	-54,68 MLWS	56,00	21	72	947	11,9	
59	-54,93 MLWS	56,25	21	72	968	11,9	
60	-55,18 MLWS	56,50	21	72	989	11,9	
61	-55,43 MLWS	56,75	20	72	1.009	12,5	
62	-55,68 MLWS	57,00	20	72	1.029	12,5	
63	-55,93 MLWS	57,25	20	72	1.049	12,5	
64	-56,18 MLWS	57,50	20	72	1.069	12,5	
65	-56,43 MLWS	57,75	20	72	1.089	12,5	
66	-56,68 MLWS	58,00	22	72	1.111	11,4	
67	-56,93 MLWS	58,25	22	72	1.133	11,4	
68	-57,18 MLWS	58,50	22	72	1.155	11,4	
69	-57,43 MLWS	58,75	28	72	1.183	8,9	
70	-57,68 MLWS	59,00	28	72	1.211	8,9	
71	-57,93 MLWS	59,25	27	72	1.238	9,3	
72	-58,18 MLWS	59,50	27	72	1.265	9,3	
73	-58,43 MLWS	59,75	27	85	1.292	9,3	
74	-58,68 MLWS	60,00	27	85	1.319	9,3	
